chr	start	end	strand	gene_ID	gene_type	gene_short_name
chr3	66907359	66907766	-	ENSMUSG00000103318	processed_pseudogene	Gm38356
chr3	66953541	66953862	+	ENSMUSG00000105794	processed_pseudogene	Gm43516
chr3	66971727	66981771	-	ENSMUSG00000027833	protein_coding	Shox2
chr3	66981390	67358396	+	ENSMUSG00000034544	protein_coding	Rsrc1
chr3	67055958	67056064	+	ENSMUSG00000065245	snRNA	Gm22295
chr3	67365461	67375163	-	ENSMUSG00000090408	protein_coding	Gm17402
chr3	67374097	67400003	+	ENSMUSG00000048416	protein_coding	Mlf1
chr3	67430096	67476529	+	ENSMUSG00000027774	protein_coding	Gfm1
chr3	67457998	67463926	-	ENSMUSG00000047557	protein_coding	Lxn
chr3	67476978	67478818	+	ENSMUSG00000103703	TEC	Gm42568
chr3	67478972	67515523	-	ENSMUSG00000049404	protein_coding	Rarres1
chr3	67551329	67553425	-	ENSMUSG00000103718	lincRNA	Gm35299
chr3	67570565	67572821	-	ENSMUSG00000104382	lincRNA	4930402C01Rik
chr3	67573160	67573291	-	ENSMUSG00000077459	snoRNA	Gm25919
chr3	67582741	67604237	+	ENSMUSG00000027775	protein_coding	Mfsd1
chr3	67607206	67607781	-	ENSMUSG00000103206	processed_pseudogene	Gm8515
chr3	67619781	67620728	-	ENSMUSG00000103606	processed_pseudogene	Gm412
chr3	67684359	67684752	-	ENSMUSG00000102746	processed_pseudogene	Gm37601
chr3	67741968	67743297	-	ENSMUSG00000104477	processed_pseudogene	Gm18717
chr3	67892220	68056593	+	ENSMUSG00000051777	protein_coding	Iqcj
chr3	67892232	68626466	+	ENSMUSG00000102422	protein_coding	Gm21949
chr3	68064802	68626481	+	ENSMUSG00000027777	protein_coding	Schip1
chr3	68333196	68333780	+	ENSMUSG00000102846	processed_pseudogene	Gm10292
chr3	68333197	68333777	+	ENSMUSG00000098151	processed_pseudogene	Gm10292
chr3	68407783	68414700	+	ENSMUSG00000103345	TEC	Gm10723
chr3	68547520	68547708	-	ENSMUSG00000084617	snRNA	Gm22073
chr3	68690644	68698547	+	ENSMUSG00000027776	protein_coding	Il12a
chr3	68733137	68738077	+	ENSMUSG00000058360	pseudogene	Gm10040
chr3	68759906	68761433	-	ENSMUSG00000102677	lincRNA	4930535E02Rik
chr3	68761495	68762667	+	ENSMUSG00000102936	lincRNA	Gm35584
chr3	68846079	68847403	+	ENSMUSG00000102853	processed_pseudogene	Gm7270
chr3	68846079	68847406	+	ENSMUSG00000103218	processed_pseudogene	Gm7270
chr3	68867917	68870266	-	ENSMUSG00000091272	TEC	Gm17641
chr3	68869586	68872163	+	ENSMUSG00000046999	protein_coding	1110032F04Rik
chr3	68892499	69004570	-	ENSMUSG00000027778	protein_coding	Ift80
chr3	68900171	68900449	-	ENSMUSG00000093384	processed_pseudogene	Gm20689
chr3	68901807	68902161	+	ENSMUSG00000103007	processed_pseudogene	Gm20690
chr3	68901830	68902144	+	ENSMUSG00000093730	processed_pseudogene	Gm20690
chr3	68902267	68902758	-	ENSMUSG00000093402	processed_pseudogene	Gm18588
chr3	68903820	68904152	-	ENSMUSG00000093505	processed_pseudogene	Gm20691
chr3	68916499	68917323	-	ENSMUSG00000111756	TEC	RP23-113K14.1
chr3	69004738	69034623	+	ENSMUSG00000034349	protein_coding	Smc4
chr3	69009772	69009835	+	ENSMUSG00000065580	miRNA	Mir15b
chr3	69009902	69009996	+	ENSMUSG00000065606	miRNA	Mir16-2
chr3	69035288	69044755	-	ENSMUSG00000034317	protein_coding	Trim59
chr3	69067149	69127113	-	ENSMUSG00000027782	protein_coding	Kpna4
chr3	69085105	69085447	-	ENSMUSG00000089417	scaRNA	Gm22009
chr3	69119742	69122724	-	ENSMUSG00000103094	TEC	Gm37558
chr3	69131233	69157177	+	ENSMUSG00000094763	lincRNA	Gm1647
chr3	69222419	69223618	+	ENSMUSG00000098207	protein_coding	Arl14
chr3	69316861	69560802	+	ENSMUSG00000027784	protein_coding	Ppm1l
chr3	69320045	69320585	-	ENSMUSG00000091315	processed_pseudogene	Gm17214
chr3	69335502	69335760	-	ENSMUSG00000090941	processed_pseudogene	Gm17212
chr3	69431009	69432368	-	ENSMUSG00000090743	processed_pseudogene	Gm17213
chr3	69566451	69567464	-	ENSMUSG00000098006	processed_pseudogene	Gm8565
chr3	69574158	69598960	-	ENSMUSG00000043300	protein_coding	B3galnt1
chr3	69661766	69662162	+	ENSMUSG00000102342	processed_pseudogene	Gm37380
chr3	69685467	69685580	+	ENSMUSG00000087848	rRNA	Gm25621
chr3	69716940	69717445	-	ENSMUSG00000068969	processed_pseudogene	Rpl32-ps
chr3	69721985	69756373	+	ENSMUSG00000027787	protein_coding	Nmd3
chr3	69819542	69859940	-	ENSMUSG00000043461	protein_coding	Sptssb
chr3	69954809	69955682	-	ENSMUSG00000103549	processed_pseudogene	Gm17895
chr3	69962315	69962445	-	ENSMUSG00000077366	snoRNA	Gm23484
chr3	69963282	69963470	+	ENSMUSG00000102525	processed_pseudogene	Gm37784
chr3	70007613	70028708	+	ENSMUSG00000027788	protein_coding	Otol1
chr3	70059745	70060471	+	ENSMUSG00000103020	processed_pseudogene	Gm37681
chr3	70116253	70116532	-	ENSMUSG00000103113	processed_pseudogene	Gm37585
chr3	70228747	70228874	-	ENSMUSG00000089507	snoRNA	Gm23477
chr3	70413319	70413877	+	ENSMUSG00000102663	processed_pseudogene	Gm6631
chr3	70566262	70567296	-	ENSMUSG00000104023	unprocessed_pseudogene	Gm37213
chr3	70689092	70689380	+	ENSMUSG00000074877	pseudogene	Gm10780
chr3	70772379	70807291	-	ENSMUSG00000097252	lincRNA	Gm6634
chr3	71401091	71401547	-	ENSMUSG00000102666	processed_pseudogene	Gm8599
chr3	71465229	71465669	-	ENSMUSG00000103396	processed_pseudogene	Gm38305
chr3	71672518	71677123	+	ENSMUSG00000103815	processed_pseudogene	Gm19194
chr3	71859185	71860149	+	ENSMUSG00000098189	processed_pseudogene	Gm8604
chr3	71894835	71894993	+	ENSMUSG00000103465	processed_pseudogene	Gm37617
chr3	72050098	72050602	-	ENSMUSG00000103279	processed_pseudogene	Gm3351
chr3	72180737	72180955	+	ENSMUSG00000103859	processed_pseudogene	Gm37603
chr3	72312941	72313031	+	ENSMUSG00000098869	misc_RNA	Gm27465
chr3	72603835	72604348	-	ENSMUSG00000103078	processed_pseudogene	Gm37901
chr3	72737831	72737981	-	ENSMUSG00000084752	snRNA	Gm22451
chr3	72888557	72967863	-	ENSMUSG00000027790	protein_coding	Sis
chr3	73041975	73043839	-	ENSMUSG00000102753	TEC	Gm37056
chr3	73047265	73057803	-	ENSMUSG00000048304	protein_coding	Slitrk3
chr3	73066316	73594830	+	ENSMUSG00000103428	lincRNA	Gm20754
chr3	73146849	73146958	+	ENSMUSG00000077050	miRNA	Gm24544
chr3	73164086	73166210	+	ENSMUSG00000102916	TEC	Gm37725
chr3	73207703	73208001	-	ENSMUSG00000088794	misc_RNA	Gm22538
chr3	73329434	73470014	+	ENSMUSG00000102820	lincRNA	Gm38353
chr3	73351206	73481651	-	ENSMUSG00000102362	lincRNA	4930509J09Rik
chr3	73635808	73708415	-	ENSMUSG00000027792	protein_coding	Bche
chr3	73933046	73934122	+	ENSMUSG00000102859	processed_pseudogene	Gm8625
chr3	74009217	74017277	-	ENSMUSG00000104096	lincRNA	Gm20356
chr3	74242267	74242596	-	ENSMUSG00000096400	processed_pseudogene	Gm6098
chr3	74323527	74323992	-	ENSMUSG00000104227	processed_pseudogene	Gm37050
chr3	74814718	74815342	+	ENSMUSG00000102809	processed_pseudogene	Gm8643
chr3	75022396	75024615	-	ENSMUSG00000102420	TEC	Gm37464
chr3	75037907	75165034	-	ENSMUSG00000034151	protein_coding	Zbbx
chr3	75242370	75270078	-	ENSMUSG00000034139	protein_coding	Serpini2
chr3	75274988	75482156	-	ENSMUSG00000104301	protein_coding	Wdr49
chr3	75391319	75392620	+	ENSMUSG00000103444	processed_pseudogene	Gm17836
chr3	75516490	75556856	-	ENSMUSG00000027835	protein_coding	Pdcd10
chr3	75557547	75643495	+	ENSMUSG00000027834	protein_coding	Serpini1
chr3	75619347	75623360	+	ENSMUSG00000102625	TEC	Gm37672
chr3	75647446	75655731	-	ENSMUSG00000099370	lincRNA	Platr10
chr3	75698952	75699464	-	ENSMUSG00000102188	TEC	Gm37193
chr3	75714790	75714924	+	ENSMUSG00000088638	snoRNA	Gm25846
chr3	75748197	75787653	+	ENSMUSG00000100962	protein_coding	Gm29133
chr3	75875084	75956949	-	ENSMUSG00000034109	protein_coding	Golim4
chr3	75952124	75954300	+	ENSMUSG00000103024	TEC	Gm37685
chr3	75956101	76001136	+	ENSMUSG00000104448	lincRNA	Gm37256
chr3	76040933	76041723	-	ENSMUSG00000104223	processed_pseudogene	Gm18428
chr3	76074270	76710019	+	ENSMUSG00000034098	protein_coding	Fstl5
chr3	76546691	76550251	+	ENSMUSG00000103920	TEC	Gm37897
chr3	76822059	76822397	+	ENSMUSG00000103702	processed_pseudogene	Gm37290
chr3	76884496	76885325	+	ENSMUSG00000102216	processed_pseudogene	Gm19231
chr3	77105209	77105285	-	ENSMUSG00000088481	snoRNA	Gm23644
chr3	77562600	77563870	-	ENSMUSG00000102489	processed_pseudogene	Dnmt3a-ps1
chr3	77564956	77571342	-	ENSMUSG00000103849	TEC	Gm37806
chr3	77702888	77704386	-	ENSMUSG00000102872	TEC	Gm38195
chr3	77872782	77873153	-	ENSMUSG00000102393	processed_pseudogene	Gm37576
chr3	77961384	77962796	+	ENSMUSG00000105026	processed_pseudogene	Gm18719
chr3	78006459	78006899	+	ENSMUSG00000103312	processed_pseudogene	Gm6677
chr3	78085833	78087396	-	ENSMUSG00000102637	processed_pseudogene	Gm8684
chr3	78134630	78135579	+	ENSMUSG00000103817	processed_pseudogene	Gm6680
chr3	78404301	78405938	-	ENSMUSG00000104782	TEC	Gm43326
chr3	78486808	78488637	-	ENSMUSG00000084370	processed_pseudogene	Gm15442
chr3	78758619	78759464	+	ENSMUSG00000102341	processed_pseudogene	Gm18952
chr3	78842224	78842566	+	ENSMUSG00000088463	misc_RNA	Gm24749
chr3	78864897	78865563	-	ENSMUSG00000102438	processed_pseudogene	Gm17953
chr3	78891867	78892422	-	ENSMUSG00000091361	processed_pseudogene	Gm5277
chr3	78917258	78918256	+	ENSMUSG00000070443	processed_pseudogene	Gm10291
chr3	78966356	78966799	-	ENSMUSG00000037096	processed_pseudogene	Gm9762
chr3	78979922	78980051	+	ENSMUSG00000077487	snoRNA	Gm23440
chr3	79062516	79286517	-	ENSMUSG00000062232	protein_coding	Rapgef2
chr3	79196374	79196477	+	ENSMUSG00000064693	snRNA	Gm24150
chr3	79212919	79253913	+	ENSMUSG00000104585	antisense	4921511C10Rik
chr3	79287173	79289848	+	ENSMUSG00000102545	lincRNA	6430573P05Rik
chr3	79336661	79464129	+	ENSMUSG00000091685	protein_coding	Gm17359
chr3	79455974	79567796	-	ENSMUSG00000061175	protein_coding	Fnip2
chr3	79551314	79552193	-	ENSMUSG00000089746	sense_intronic	Gm3513
chr3	79568192	79572580	+	ENSMUSG00000068957	lincRNA	4930589L23Rik
chr3	79582588	79583234	+	ENSMUSG00000103564	processed_pseudogene	Gm35067
chr3	79591342	79603650	+	ENSMUSG00000027804	protein_coding	Ppid
chr3	79603788	79629500	-	ENSMUSG00000027809	protein_coding	Etfdh
chr3	79610538	79611826	-	ENSMUSG00000102370	TEC	Gm37973
chr3	79629079	79632820	+	ENSMUSG00000027811	protein_coding	4930579G24Rik
chr3	79641611	79737880	-	ENSMUSG00000034009	protein_coding	Rxfp1
chr3	79673367	79676876	-	ENSMUSG00000098204	sense_intronic	Gm26984
chr3	79812564	79852773	-	ENSMUSG00000027956	protein_coding	Tmem144
chr3	79834933	79835035	+	ENSMUSG00000077461	snRNA	Gm26420
chr3	79859293	79886806	-	ENSMUSG00000102191	antisense	Gm36569
chr3	79884533	79946280	+	ENSMUSG00000027955	protein_coding	Fam198b
chr3	80054892	80213085	+	ENSMUSG00000103181	lincRNA	A330069K06Rik
chr3	80088082	80089159	-	ENSMUSG00000103193	processed_pseudogene	Gm19066
chr3	80134132	80136456	+	ENSMUSG00000105307	TEC	Gm43839
chr3	80194480	80194630	-	ENSMUSG00000103154	unprocessed_pseudogene	Gm38295
chr3	80202492	80205598	-	ENSMUSG00000103929	antisense	Gm37892
chr3	80285123	80334595	-	ENSMUSG00000102379	lincRNA	Gm37971
chr3	80399349	80399666	-	ENSMUSG00000087123	processed_pseudogene	Gm6706
chr3	80681450	80802835	-	ENSMUSG00000033981	protein_coding	Gria2
chr3	80692203	80692313	-	ENSMUSG00000093226	miRNA	Gm25749
chr3	80843599	80913660	-	ENSMUSG00000028020	protein_coding	Glrb
chr3	80962960	80971627	+	ENSMUSG00000105092	lincRNA	Gm42468
chr3	81000994	81001461	+	ENSMUSG00000103419	unprocessed_pseudogene	Gm29808
chr3	81032954	81033774	+	ENSMUSG00000106293	lincRNA	Gm42476
chr3	81036416	81214040	+	ENSMUSG00000028019	protein_coding	Pdgfc
chr3	81037408	81040437	-	ENSMUSG00000085106	antisense	Gm16000
chr3	81405293	81405572	-	ENSMUSG00000102223	processed_pseudogene	Gm37300
chr3	81556041	81556825	-	ENSMUSG00000102710	processed_pseudogene	Gm4857
chr3	81721676	81724030	+	ENSMUSG00000104732	lincRNA	Gm43346
chr3	81802025	81805161	+	ENSMUSG00000103695	lincRNA	A830029E22Rik
chr3	81880727	81880866	+	ENSMUSG00000089444	snoRNA	Gm22531
chr3	81918008	81924463	-	ENSMUSG00000056023	processed_transcript	Gm9989
chr3	81932601	81956725	+	ENSMUSG00000028015	protein_coding	Ctso
chr3	81957090	81976202	-	ENSMUSG00000028011	protein_coding	Tdo2
chr3	81982290	82021233	+	ENSMUSG00000028008	protein_coding	Asic5
chr3	82032006	82074689	-	ENSMUSG00000028005	protein_coding	Gucy1b3
chr3	82092427	82145789	-	ENSMUSG00000033910	protein_coding	Gucy1a3
chr3	82106247	82106309	-	ENSMUSG00000098712	miRNA	Mir7010
chr3	82358044	82395268	+	ENSMUSG00000033900	protein_coding	Map9
chr3	82538383	82548084	-	ENSMUSG00000028004	protein_coding	Npy2r
chr3	82577577	82578075	+	ENSMUSG00000102514	processed_pseudogene	Gm35323
chr3	82660375	82664900	-	ENSMUSG00000102629	processed_transcript	Gm29999
chr3	82671988	82672567	-	ENSMUSG00000104772	processed_pseudogene	Gm43347
chr3	82754524	82759860	+	ENSMUSG00000104898	lincRNA	Gm30043
chr3	82793656	82793897	-	ENSMUSG00000087902	misc_RNA	Gm22038
chr3	82794975	82812234	-	ENSMUSG00000105034	lincRNA	Gm43348
chr3	82837228	82876483	-	ENSMUSG00000033882	protein_coding	Rbm46
chr3	82876705	82943638	+	ENSMUSG00000086273	antisense	Rbm46os
chr3	82892579	82903973	-	ENSMUSG00000028003	protein_coding	Lrat
chr3	82926665	83008488	-	ENSMUSG00000102595	lincRNA	Gm30097
chr3	83007724	83015049	+	ENSMUSG00000033860	protein_coding	Fgg
chr3	83026076	83033627	+	ENSMUSG00000028001	protein_coding	Fga
chr3	83040141	83049863	-	ENSMUSG00000033831	protein_coding	Fgb
chr3	83055522	83072355	+	ENSMUSG00000027998	protein_coding	Plrg1
chr3	83125276	83129246	-	ENSMUSG00000074517	lincRNA	Gm10710
chr3	83127948	83357209	+	ENSMUSG00000102692	protein_coding	Dchs2
chr3	83403402	83405790	+	ENSMUSG00000103459	lincRNA	Gm38096
chr3	83555363	83574122	-	ENSMUSG00000101334	lincRNA	1700028M03Rik
chr3	83634577	83634874	-	ENSMUSG00000084596	misc_RNA	Gm22342
chr3	83686721	83687274	+	ENSMUSG00000102137	processed_pseudogene	Rpl28-ps2
chr3	83702252	83702358	+	ENSMUSG00000088597	snRNA	Gm24584
chr3	83766321	83774316	+	ENSMUSG00000027996	protein_coding	Sfrp2
chr3	83773853	83789956	-	ENSMUSG00000097250	antisense	Gm26771
chr3	83811471	83832219	+	ENSMUSG00000104082	unprocessed_pseudogene	Gm7115
chr3	83836272	83841767	-	ENSMUSG00000027995	protein_coding	Tlr2
chr3	83897655	84040175	-	ENSMUSG00000033767	protein_coding	D930015E06Rik
chr3	84058968	84063452	-	ENSMUSG00000103261	TEC	Gm36981
chr3	84087933	84155786	-	ENSMUSG00000033752	protein_coding	Mnd1
chr3	84160439	84306877	-	ENSMUSG00000027993	protein_coding	Trim2
chr3	84174104	84175132	+	ENSMUSG00000104043	protein_coding	Gm6525
chr3	84349376	84379921	-	ENSMUSG00000104004	lincRNA	4930565D16Rik
chr3	84442198	84480429	-	ENSMUSG00000041842	protein_coding	Fhdc1
chr3	84496093	84582625	-	ENSMUSG00000074513	protein_coding	Arfip1
chr3	84496426	85887518	-	ENSMUSG00000102805	protein_coding	Gm37240
chr3	84552858	84553452	-	ENSMUSG00000085625	processed_pseudogene	Gm8813
chr3	84556890	84557787	-	ENSMUSG00000103741	processed_pseudogene	Gm38241
chr3	84593574	84597032	+	ENSMUSG00000047819	protein_coding	Tigd4
chr3	84666192	84704575	+	ENSMUSG00000056498	protein_coding	Tmem154
chr3	84815268	84979198	+	ENSMUSG00000028086	protein_coding	Fbxw7
chr3	84873891	84877776	+	ENSMUSG00000102919	TEC	Gm37726
chr3	85152036	85152696	-	ENSMUSG00000104290	processed_pseudogene	Gm38041
chr3	85195182	85196447	-	ENSMUSG00000102703	TEC	Gm38313
chr3	85317519	85332030	+	ENSMUSG00000099995	antisense	1700036G14Rik
chr3	85397524	85428128	-	ENSMUSG00000105012	lincRNA	Gm42813
chr3	85435187	85466128	-	ENSMUSG00000110441	lincRNA	RP23-94M23.4
chr3	85467377	85467498	+	ENSMUSG00000080424	miRNA	Mir466k
chr3	85544316	85553389	-	ENSMUSG00000106422	lincRNA	Gm42812
chr3	85556046	85573945	-	ENSMUSG00000085527	sense_intronic	Gm15535
chr3	85574119	85655622	+	ENSMUSG00000028085	protein_coding	Gatb
chr3	85660061	85817291	-	ENSMUSG00000051000	protein_coding	Fam160a1
chr3	85869849	85887516	-	ENSMUSG00000031286	protein_coding	Glt28d2
chr3	85887691	85889234	+	ENSMUSG00000106508	TEC	4933425M03Rik
chr3	85908353	85908459	-	ENSMUSG00000064840	snRNA	Gm26204
chr3	85914643	85915117	+	ENSMUSG00000103993	processed_pseudogene	Gm38030
chr3	85915783	85916070	+	ENSMUSG00000044330	processed_pseudogene	Gm9790
chr3	85950888	85951006	+	ENSMUSG00000077517	snoRNA	Gm25876
chr3	85962771	85962832	-	ENSMUSG00000089077	snRNA	Gm24501
chr3	85962847	85962910	-	ENSMUSG00000098444	snRNA	Gm27811
chr3	85971109	86130526	+	ENSMUSG00000028082	protein_coding	Sh3d19
chr3	85993810	86002491	-	ENSMUSG00000049013	protein_coding	Prss48
chr3	86100534	86100655	+	ENSMUSG00000065847	snoRNA	Gm25188
chr3	86137940	86142702	-	ENSMUSG00000028081	protein_coding	Rps3a1
chr3	86138791	86138858	-	ENSMUSG00000064984	snoRNA	Snord73a
chr3	86140618	86140688	-	ENSMUSG00000064390	snoRNA	Rnu73b
chr3	86142757	86145545	+	ENSMUSG00000103408	lincRNA	Gm37933
chr3	86144937	86145369	-	ENSMUSG00000102218	processed_pseudogene	Gm37493
chr3	86191416	86191526	+	ENSMUSG00000089394	snRNA	Gm23025
chr3	86224680	86782692	+	ENSMUSG00000028080	protein_coding	Lrba
chr3	86263242	86263575	-	ENSMUSG00000103759	processed_pseudogene	Gm37288
chr3	86275232	86275362	-	ENSMUSG00000077744	snoRNA	Gm26343
chr3	86364457	86364625	+	ENSMUSG00000065764	snRNA	Gm23850
chr3	86384247	86384353	+	ENSMUSG00000064867	snRNA	Gm25039
chr3	86545581	86548629	-	ENSMUSG00000057777	protein_coding	Mab21l2
chr3	86672033	86672168	-	ENSMUSG00000094392	processed_pseudogene	Gm3788
chr3	86768071	86778653	-	ENSMUSG00000104108	antisense	Gm37876
chr3	86786151	86920852	-	ENSMUSG00000028078	protein_coding	Dclk2
chr3	86864492	86865320	+	ENSMUSG00000104074	processed_pseudogene	Gm37025
chr3	86930743	86930902	+	ENSMUSG00000064872	snRNA	Gm23376
chr3	86933368	86933663	-	ENSMUSG00000103650	processed_pseudogene	Gm37207
chr3	86986551	86989780	+	ENSMUSG00000041750	polymorphic_pseudogene	Cd1d2
chr3	86995834	86999441	-	ENSMUSG00000028076	protein_coding	Cd1d1
chr3	87022937	87023883	-	ENSMUSG00000104265	processed_pseudogene	Gm8869
chr3	87054359	87054887	+	ENSMUSG00000103913	processed_pseudogene	Gm18403
chr3	87060125	87060433	+	ENSMUSG00000102394	processed_pseudogene	Gm37575
chr3	87066893	87067024	+	ENSMUSG00000077672	snoRNA	Gm24472
chr3	87078593	87174747	-	ENSMUSG00000041734	protein_coding	Kirrel
chr3	87157693	87162455	+	ENSMUSG00000102893	lincRNA	Gm37855
chr3	87207545	87208005	-	ENSMUSG00000074506	processed_pseudogene	Gm10705
chr3	87250758	87263738	-	ENSMUSG00000015852	protein_coding	Fcrls
chr3	87357881	87371073	+	ENSMUSG00000015854	protein_coding	Cd5l
chr3	87376387	87402934	+	ENSMUSG00000059994	protein_coding	Fcrl1
chr3	87435773	87500678	+	ENSMUSG00000048031	protein_coding	Fcrl5
chr3	87525407	87540156	+	ENSMUSG00000003382	protein_coding	Etv3
chr3	87554910	87555434	+	ENSMUSG00000104058	unprocessed_pseudogene	Etv3l
chr3	87582672	87582791	-	ENSMUSG00000077376	snoRNA	Gm25167
chr3	87617399	87617501	+	ENSMUSG00000093230	miRNA	Gm24109
chr3	87617559	87738034	+	ENSMUSG00000041977	protein_coding	Arhgef11
chr3	87736923	87748625	-	ENSMUSG00000023084	protein_coding	Lrrc71
chr3	87747890	87824306	-	ENSMUSG00000028073	protein_coding	Pear1
chr3	87778244	87795162	-	ENSMUSG00000028072	protein_coding	Ntrk1
chr3	87796951	87816101	+	ENSMUSG00000005640	protein_coding	Insrr
chr3	87846755	87855722	+	ENSMUSG00000028071	protein_coding	Sh2d2a
chr3	87858903	87885608	-	ENSMUSG00000004895	protein_coding	Prcc
chr3	87906321	87916132	+	ENSMUSG00000004897	protein_coding	Hdgf
chr3	87919506	87923672	+	ENSMUSG00000019710	protein_coding	Mrpl24
chr3	87922601	87930717	-	ENSMUSG00000004896	protein_coding	Rrnad1
chr3	87930314	87940686	+	ENSMUSG00000048039	protein_coding	Isg20l2
chr3	87948666	87953376	+	ENSMUSG00000004885	protein_coding	Crabp2
chr3	87968186	87968606	+	ENSMUSG00000103792	processed_pseudogene	Gm3745
chr3	87971078	87980451	+	ENSMUSG00000004891	protein_coding	Nes
chr3	87987531	88000230	-	ENSMUSG00000004892	protein_coding	Bcan
chr3	88021750	88027583	-	ENSMUSG00000004894	protein_coding	Hapln2
chr3	88030878	88033150	+	ENSMUSG00000105843	TEC	Gm42644
chr3	88043108	88055993	+	ENSMUSG00000028069	protein_coding	Gpatch4
chr3	88056520	88058495	-	ENSMUSG00000028070	protein_coding	Apoa1bp
chr3	88069410	88078304	-	ENSMUSG00000051036	protein_coding	Ttc24
chr3	88081971	88121048	+	ENSMUSG00000028068	protein_coding	Iqgap3
chr3	88142372	88172086	+	ENSMUSG00000001419	protein_coding	Mef2d
chr3	88171556	88177785	-	ENSMUSG00000096935	antisense	1700113A16Rik
chr3	88199102	88204595	-	ENSMUSG00000097280	lincRNA	AI849053
chr3	88200623	88203481	+	ENSMUSG00000097428	processed_transcript	AW047730
chr3	88206813	88229959	+	ENSMUSG00000097156	lincRNA	Gm3764
chr3	88215171	88215257	+	ENSMUSG00000092988	miRNA	Mir3093
chr3	88215589	88215696	-	ENSMUSG00000092876	miRNA	Gm25641
chr3	88215598	88215686	+	ENSMUSG00000106493	miRNA	Mir9-1
chr3	88242874	88254709	-	ENSMUSG00000104445	protein_coding	Rhbg
chr3	88243380	88287210	-	ENSMUSG00000103766	protein_coding	Gm38392
chr3	88282757	88296999	-	ENSMUSG00000010538	protein_coding	Tsacc
chr3	88284607	88284753	-	ENSMUSG00000103574	processed_pseudogene	Gm37116
chr3	88297116	88321767	+	ENSMUSG00000001416	protein_coding	Cct3
chr3	88325023	88331313	+	ENSMUSG00000001418	protein_coding	Glmp
chr3	88328655	88336148	-	ENSMUSG00000001420	protein_coding	Tmem79
chr3	88336260	88362338	+	ENSMUSG00000001415	protein_coding	Smg5
chr3	88364584	88368541	+	ENSMUSG00000041423	protein_coding	Paqr6
chr3	88368616	88372743	-	ENSMUSG00000074489	protein_coding	Bglap3
chr3	88376023	88377075	+	ENSMUSG00000096792	unprocessed_pseudogene	Gm21956
chr3	88377736	88378699	-	ENSMUSG00000074486	protein_coding	Bglap2
chr3	88381772	88382844	+	ENSMUSG00000078691	unprocessed_pseudogene	Gm6821
chr3	88383501	88384464	-	ENSMUSG00000074483	protein_coding	Bglap
chr3	88394143	88410331	-	ENSMUSG00000028066	protein_coding	Pmf1
chr3	88410498	88425139	-	ENSMUSG00000050144	protein_coding	Slc25a44
chr3	88428936	88429395	+	ENSMUSG00000106568	processed_pseudogene	Gm42814
chr3	88435959	88461182	-	ENSMUSG00000028064	protein_coding	Sema4a
chr3	88440879	88440951	-	ENSMUSG00000098655	miRNA	Mir7011
chr3	88474584	88475154	+	ENSMUSG00000103304	unprocessed_pseudogene	Gm5979
chr3	88480147	88509956	-	ENSMUSG00000028063	protein_coding	Lmna
