mm_xp_gene	xp_gene	mm_gene
mm_xp_gene_3193	Xetrov90019684m	ENSMUSG00000041984
mm_xp_gene_3194	Xetrov90019740m	ENSMUSG00000015599
mm_xp_gene_3195	Xetrov90019765m	ENSMUSG00000060176
mm_xp_gene_3196	Xetrov90019767m	ENSMUSG00000045672
mm_xp_gene_3197	Xetrov90019859m	ENSMUSG00000079466
mm_xp_gene_3198	Xetrov90019868m	ENSMUSG00000074682
mm_xp_gene_3199	Xetrov90019886m	ENSMUSG00000074682
mm_xp_gene_3200	Xetrov90019887m	ENSMUSG00000059857
mm_xp_gene_3201	Xetrov90019893m	ENSMUSG00000026806
mm_xp_gene_3202	Xetrov90019908m	ENSMUSG00000096458
mm_xp_gene_3203	Xetrov90019970m	ENSMUSG00000032582
mm_xp_gene_3204	Xetrov90019984m	ENSMUSG00000035236
mm_xp_gene_3205	Xetrov90019985m	ENSMUSG00000026753
mm_xp_gene_3206	Xetrov90020006m	ENSMUSG00000035437
mm_xp_gene_3207	Xetrov90020010m	ENSMUSG00000027422
mm_xp_gene_3208	Xetrov90020015m	ENSMUSG00000004591
mm_xp_gene_3209	Xetrov90020022m	ENSMUSG00000004591
mm_xp_gene_3210	Xetrov90020029m	ENSMUSG00000004591
mm_xp_gene_3211	Xetrov90020036m	ENSMUSG00000039158
mm_xp_gene_3212	Xetrov90020053m	ENSMUSG00000004591
mm_xp_gene_3213	Xetrov90020055m	ENSMUSG00000004591
mm_xp_gene_3214	Xetrov90020057m	ENSMUSG00000039005
mm_xp_gene_3215	Xetrov90020058m	ENSMUSG00000028373
mm_xp_gene_3216	Xetrov90020060m	ENSMUSG00000075592
mm_xp_gene_3217	Xetrov90020062m	ENSMUSG00000028373
mm_xp_gene_3218	Xetrov90020085m	ENSMUSG00000050395
mm_xp_gene_3219	Xetrov90020087m	ENSMUSG00000026778
mm_xp_gene_3220	Xetrov90020096m	ENSMUSG00000004591
mm_xp_gene_3221	Xetrov90020098m	ENSMUSG00000004591
mm_xp_gene_3222	Xetrov90020100m	ENSMUSG00000023473
mm_xp_gene_3223	Xetrov90020102m	ENSMUSG00000004591
mm_xp_gene_3224	Xetrov90020103m	ENSMUSG00000023473
mm_xp_gene_3225	Xetrov90020116m	ENSMUSG00000004591
mm_xp_gene_3226	Xetrov90020171m	ENSMUSG00000004591
mm_xp_gene_3227	Xetrov90020256m	ENSMUSG00000024991
mm_xp_gene_3228	Xetrov90020258m	ENSMUSG00000026925
mm_xp_gene_3229	Xetrov90020259m	ENSMUSG00000026925
mm_xp_gene_3230	Xetrov90020260m	ENSMUSG00000026925
mm_xp_gene_3231	Xetrov90020261m	ENSMUSG00000026925
mm_xp_gene_3232	Xetrov90020262m	ENSMUSG00000026925
mm_xp_gene_3233	Xetrov90020263m	ENSMUSG00000026925
mm_xp_gene_3234	Xetrov90020271m	ENSMUSG00000026925
mm_xp_gene_3235	Xetrov90020277m	ENSMUSG00000006014
mm_xp_gene_3236	Xetrov90020295m	ENSMUSG00000026925
mm_xp_gene_3237	Xetrov90020413m	ENSMUSG00000002059
mm_xp_gene_3238	Xetrov90020467m	ENSMUSG00000096458
mm_xp_gene_3239	Xetrov90020471m	ENSMUSG00000019961
mm_xp_gene_3240	Xetrov90020501m	ENSMUSG00000029238
mm_xp_gene_3241	Xetrov90020547m	ENSMUSG00000055421
mm_xp_gene_3242	Xetrov90020718m	ENSMUSG00000030409
mm_xp_gene_3243	Xetrov90020753m	ENSMUSG00000053216
mm_xp_gene_3244	Xetrov90020804m	ENSMUSG00000096458
mm_xp_gene_3245	Xetrov90020805m	ENSMUSG00000022812
mm_xp_gene_3246	Xetrov90020821m	ENSMUSG00000036492
mm_xp_gene_3247	Xetrov90020851m	ENSMUSG00000024402
mm_xp_gene_3248	Xetrov90020888m	ENSMUSG00000033327
mm_xp_gene_3249	Xetrov90020915m	ENSMUSG00000031813
mm_xp_gene_3250	Xetrov90020926m	ENSMUSG00000074918
mm_xp_gene_3251	Xetrov90020943m	ENSMUSG00000021260
mm_xp_gene_3252	Xetrov90020967m	ENSMUSG00000040466
mm_xp_gene_3253	Xetrov90020983m	ENSMUSG00000052974
mm_xp_gene_3254	Xetrov90021037m	ENSMUSG00000030592
mm_xp_gene_3255	Xetrov90021077m	ENSMUSG00000046157
mm_xp_gene_3256	Xetrov90021079m	ENSMUSG00000052609
mm_xp_gene_3257	Xetrov90021117m	ENSMUSG00000008822
mm_xp_gene_3258	Xetrov90021139m	ENSMUSG00000059114
mm_xp_gene_3259	Xetrov90021162m	ENSMUSG00000066392
mm_xp_gene_3260	Xetrov90021163m	ENSMUSG00000066392
mm_xp_gene_3261	Xetrov90021165m	ENSMUSG00000066392
mm_xp_gene_3262	Xetrov90021168m	ENSMUSG00000020963
mm_xp_gene_3263	Xetrov90021170m	ENSMUSG00000020961
mm_xp_gene_3264	Xetrov90021173m	ENSMUSG00000075592
mm_xp_gene_3265	Xetrov90021174m	ENSMUSG00000075592
mm_xp_gene_3266	Xetrov90021202m	ENSMUSG00000001175
mm_xp_gene_3267	Xetrov90021232m	ENSMUSG00000091931
mm_xp_gene_3268	Xetrov90021232m	ENSMUSG00000041716
mm_xp_gene_3269	Xetrov90021232m	ENSMUSG00000098530
mm_xp_gene_3270	Xetrov90021240m	ENSMUSG00000035885
mm_xp_gene_3271	Xetrov90021289m	ENSMUSG00000021000
mm_xp_gene_3272	Xetrov90021292m	ENSMUSG00000020057
mm_xp_gene_3273	Xetrov90021358m	ENSMUSG00000021840
mm_xp_gene_3274	Xetrov90021358m	ENSMUSG00000041775
mm_xp_gene_3275	Xetrov90021363m	ENSMUSG00000071489
mm_xp_gene_3276	Xetrov90021367m	ENSMUSG00000048285
mm_xp_gene_3277	Xetrov90021383m	ENSMUSG00000040877
mm_xp_gene_3278	Xetrov90021399m	ENSMUSG00000021271
mm_xp_gene_3279	Xetrov90021454m	ENSMUSG00000072825
mm_xp_gene_3280	Xetrov90021457m	ENSMUSG00000021257
mm_xp_gene_3281	Xetrov90021504m	ENSMUSG00000063450
mm_xp_gene_3282	Xetrov90021590m	ENSMUSG00000033852
mm_xp_gene_3283	Xetrov90021590m	ENSMUSG00000098488
mm_xp_gene_3284	Xetrov90021592m	ENSMUSG00000074899
mm_xp_gene_3285	Xetrov90021594m	ENSMUSG00000074899
mm_xp_gene_3286	Xetrov90021595m	ENSMUSG00000033852
mm_xp_gene_3287	Xetrov90021595m	ENSMUSG00000098488
mm_xp_gene_3288	Xetrov90021603m	ENSMUSG00000034032
mm_xp_gene_3289	Xetrov90021642m	ENSMUSG00000021140
mm_xp_gene_3290	Xetrov90021662m	ENSMUSG00000060402
mm_xp_gene_3291	Xetrov90021710m	ENSMUSG00000021133
mm_xp_gene_3292	Xetrov90021782m	ENSMUSG00000040084
mm_xp_gene_3293	Xetrov90021787m	ENSMUSG00000074918
mm_xp_gene_3294	Xetrov90021815m	ENSMUSG00000027314
mm_xp_gene_3295	Xetrov90021824m	ENSMUSG00000072980
mm_xp_gene_3296	Xetrov90021842m	ENSMUSG00000026579
mm_xp_gene_3297	Xetrov90021846m	ENSMUSG00000046204
mm_xp_gene_3298	Xetrov90021856m	ENSMUSG00000075592
mm_xp_gene_3299	Xetrov90021870m	ENSMUSG00000040154
mm_xp_gene_3300	Xetrov90021871m	ENSMUSG00000017723
mm_xp_gene_3301	Xetrov90021881m	ENSMUSG00000047454
mm_xp_gene_3302	Xetrov90021883m	ENSMUSG00000036822
mm_xp_gene_3303	Xetrov90021917m	ENSMUSG00000053184
mm_xp_gene_3304	Xetrov90021956m	ENSMUSG00000019961
mm_xp_gene_3305	Xetrov90022003m	ENSMUSG00000008845
mm_xp_gene_3306	Xetrov90022005m	ENSMUSG00000008845
mm_xp_gene_3307	Xetrov90022007m	ENSMUSG00000047517
mm_xp_gene_3308	Xetrov90022077m	ENSMUSG00000096458
mm_xp_gene_3309	Xetrov90022090m	ENSMUSG00000056972
mm_xp_gene_3310	Xetrov90022129m	ENSMUSG00000052889
mm_xp_gene_3311	Xetrov90022130m	ENSMUSG00000038642
mm_xp_gene_3312	Xetrov90022143m	ENSMUSG00000028111
mm_xp_gene_3313	Xetrov90022161m	ENSMUSG00000028354
mm_xp_gene_3314	Xetrov90022255m	ENSMUSG00000019710
mm_xp_gene_3315	Xetrov90022265m	ENSMUSG00000028073
mm_xp_gene_3316	Xetrov90022280m	ENSMUSG00000069830
mm_xp_gene_3317	Xetrov90022280m	ENSMUSG00000070390
mm_xp_gene_3318	Xetrov90022282m	ENSMUSG00000069830
mm_xp_gene_3319	Xetrov90022282m	ENSMUSG00000070390
mm_xp_gene_3320	Xetrov90022297m	ENSMUSG00000074682
mm_xp_gene_3321	Xetrov90022298m	ENSMUSG00000001419
mm_xp_gene_3322	Xetrov90022344m	ENSMUSG00000022564
mm_xp_gene_3323	Xetrov90022352m	ENSMUSG00000026548
mm_xp_gene_3324	Xetrov90022354m	ENSMUSG00000015316
mm_xp_gene_3325	Xetrov90022367m	ENSMUSG00000038179
mm_xp_gene_3326	Xetrov90022373m	ENSMUSG00000003458
mm_xp_gene_3327	Xetrov90022377m	ENSMUSG00000074682
mm_xp_gene_3328	Xetrov90022430m	ENSMUSG00000053318
mm_xp_gene_3329	Xetrov90022453m	ENSMUSG00000046204
mm_xp_gene_3330	Xetrov90022469m	ENSMUSG00000028101
mm_xp_gene_3331	Xetrov90022471m	ENSMUSG00000028100
mm_xp_gene_3332	Xetrov90022478m	ENSMUSG00000079173
mm_xp_gene_3333	Xetrov90022488m	ENSMUSG00000074682
mm_xp_gene_3334	Xetrov90022492m	ENSMUSG00000006014
mm_xp_gene_3335	Xetrov90022499m	ENSMUSG00000028049
mm_xp_gene_3336	Xetrov90022583m	ENSMUSG00000069830
mm_xp_gene_3337	Xetrov90022583m	ENSMUSG00000070390
mm_xp_gene_3338	Xetrov90022588m	ENSMUSG00000069830
mm_xp_gene_3339	Xetrov90022588m	ENSMUSG00000070390
mm_xp_gene_3340	Xetrov90022596m	ENSMUSG00000069830
mm_xp_gene_3341	Xetrov90022596m	ENSMUSG00000070390
mm_xp_gene_3342	Xetrov90022713m	ENSMUSG00000048661
mm_xp_gene_3343	Xetrov90022758m	ENSMUSG00000021375
mm_xp_gene_3344	Xetrov90022772m	ENSMUSG00000013663
mm_xp_gene_3345	Xetrov90022813m	ENSMUSG00000046204
mm_xp_gene_3346	Xetrov90022818m	ENSMUSG00000021375
mm_xp_gene_3347	Xetrov90022827m	ENSMUSG00000075592
mm_xp_gene_3348	Xetrov90022828m	ENSMUSG00000046204
mm_xp_gene_3349	Xetrov90022936m	ENSMUSG00000030786
mm_xp_gene_3350	Xetrov90022936m	ENSMUSG00000108596
mm_xp_gene_3351	Xetrov90022937m	ENSMUSG00000070369
mm_xp_gene_3352	Xetrov90023032m	ENSMUSG00000070369
mm_xp_gene_3353	Xetrov90023034m	ENSMUSG00000049401
mm_xp_gene_3354	Xetrov90023056m	ENSMUSG00000030782
mm_xp_gene_3355	Xetrov90023075m	ENSMUSG00000074682
mm_xp_gene_3356	Xetrov90023090m	ENSMUSG00000025735
mm_xp_gene_3357	Xetrov90023109m	ENSMUSG00000018415
mm_xp_gene_3358	Xetrov90023127m	ENSMUSG00000031986
mm_xp_gene_3359	Xetrov90023128m	ENSMUSG00000031986
mm_xp_gene_3360	Xetrov90023129m	ENSMUSG00000031986
mm_xp_gene_3361	Xetrov90023130m	ENSMUSG00000031986
mm_xp_gene_3362	Xetrov90023131m	ENSMUSG00000031986
mm_xp_gene_3363	Xetrov90023142m	ENSMUSG00000074682
mm_xp_gene_3364	Xetrov90023158m	ENSMUSG00000031986
mm_xp_gene_3365	Xetrov90023161m	ENSMUSG00000031986
mm_xp_gene_3366	Xetrov90023172m	ENSMUSG00000031986
mm_xp_gene_3367	Xetrov90023173m	ENSMUSG00000031986
mm_xp_gene_3368	Xetrov90023174m	ENSMUSG00000031986
mm_xp_gene_3369	Xetrov90023175m	ENSMUSG00000031986
mm_xp_gene_3370	Xetrov90023176m	ENSMUSG00000031986
mm_xp_gene_3371	Xetrov90023177m	ENSMUSG00000031986
mm_xp_gene_3372	Xetrov90023178m	ENSMUSG00000031986
mm_xp_gene_3373	Xetrov90023184m	ENSMUSG00000046258
mm_xp_gene_3374	Xetrov90023186m	ENSMUSG00000002279
mm_xp_gene_3375	Xetrov90023191m	ENSMUSG00000031986
mm_xp_gene_3376	Xetrov90023194m	ENSMUSG00000031986
mm_xp_gene_3377	Xetrov90023195m	ENSMUSG00000031986
mm_xp_gene_3378	Xetrov90023196m	ENSMUSG00000031986
mm_xp_gene_3379	Xetrov90023207m	ENSMUSG00000042371
mm_xp_gene_3380	Xetrov90023239m	ENSMUSG00000031986
mm_xp_gene_3381	Xetrov90023241m	ENSMUSG00000031986
mm_xp_gene_3382	Xetrov90023244m	ENSMUSG00000010825
mm_xp_gene_3383	Xetrov90023254m	ENSMUSG00000020211
mm_xp_gene_3384	Xetrov90023285m	ENSMUSG00000005580
mm_xp_gene_3385	Xetrov90023325m	ENSMUSG00000039183
mm_xp_gene_3386	Xetrov90023363m	ENSMUSG00000046204
mm_xp_gene_3387	Xetrov90023370m	ENSMUSG00000069763
mm_xp_gene_3388	Xetrov90023390m	ENSMUSG00000005198
mm_xp_gene_3389	Xetrov90023476m	ENSMUSG00000026778
mm_xp_gene_3390	Xetrov90023495m	ENSMUSG00000025854
mm_xp_gene_3391	Xetrov90023497m	ENSMUSG00000026778
mm_xp_gene_3392	Xetrov90023502m	ENSMUSG00000026778
mm_xp_gene_3393	Xetrov90023503m	ENSMUSG00000026778
mm_xp_gene_3394	Xetrov90023545m	ENSMUSG00000030745
mm_xp_gene_3395	Xetrov90023562m	ENSMUSG00000026778
mm_xp_gene_3396	Xetrov90023564m	ENSMUSG00000021948
mm_xp_gene_3397	Xetrov90023568m	ENSMUSG00000029554
mm_xp_gene_3398	Xetrov90023577m	ENSMUSG00000010021
mm_xp_gene_3399	Xetrov90023582m	ENSMUSG00000020241
mm_xp_gene_3400	Xetrov90023589m	ENSMUSG00000019297
mm_xp_gene_3401	Xetrov90023618m	ENSMUSG00000021948
mm_xp_gene_3402	Xetrov90023622m	ENSMUSG00000023088
mm_xp_gene_3403	Xetrov90023646m	ENSMUSG00000014791
mm_xp_gene_3404	Xetrov90023650m	ENSMUSG00000022494
mm_xp_gene_3405	Xetrov90023677m	ENSMUSG00000022503
mm_xp_gene_3406	Xetrov90023706m	ENSMUSG00000040123
mm_xp_gene_3407	Xetrov90023720m	ENSMUSG00000024187
mm_xp_gene_3408	Xetrov90023734m	ENSMUSG00000020282
mm_xp_gene_3409	Xetrov90023742m	ENSMUSG00000075592
mm_xp_gene_3410	Xetrov90023765m	ENSMUSG00000096458
mm_xp_gene_3411	Xetrov90023770m	ENSMUSG00000046204
mm_xp_gene_3412	Xetrov90023828m	ENSMUSG00000056870
mm_xp_gene_3413	Xetrov90023832m	ENSMUSG00000009292
mm_xp_gene_3414	Xetrov90023833m	ENSMUSG00000019961
mm_xp_gene_3415	Xetrov90023879m	ENSMUSG00000062939
mm_xp_gene_3416	Xetrov90023880m	ENSMUSG00000062939
mm_xp_gene_3417	Xetrov90023891m	ENSMUSG00000019961
mm_xp_gene_3418	Xetrov90023896m	ENSMUSG00000004591
mm_xp_gene_3419	Xetrov90023949m	ENSMUSG00000041040
mm_xp_gene_3420	Xetrov90023962m	ENSMUSG00000052062
mm_xp_gene_3421	Xetrov90023983m	ENSMUSG00000079550
mm_xp_gene_3422	Xetrov90024048m	ENSMUSG00000055567
mm_xp_gene_3423	Xetrov90024050m	ENSMUSG00000015222
mm_xp_gene_3424	Xetrov90024058m	ENSMUSG00000062209
mm_xp_gene_3425	Xetrov90024061m	ENSMUSG00000053153
mm_xp_gene_3426	Xetrov90024066m	ENSMUSG00000050296
mm_xp_gene_3427	Xetrov90024092m	ENSMUSG00000032739
mm_xp_gene_3428	Xetrov90024100m	ENSMUSG00000026305
mm_xp_gene_3429	Xetrov90024105m	ENSMUSG00000026778
mm_xp_gene_3430	Xetrov90024114m	ENSMUSG00000026778
mm_xp_gene_3431	Xetrov90024162m	ENSMUSG00000057672
mm_xp_gene_3432	Xetrov90024169m	ENSMUSG00000057672
mm_xp_gene_3433	Xetrov90024177m	ENSMUSG00000021948
mm_xp_gene_3434	Xetrov90024178m	ENSMUSG00000026778
mm_xp_gene_3435	Xetrov90024179m	ENSMUSG00000021948
mm_xp_gene_3436	Xetrov90024190m	ENSMUSG00000051747
mm_xp_gene_3437	Xetrov90024191m	ENSMUSG00000051747
mm_xp_gene_3438	Xetrov90024193m	ENSMUSG00000051747
mm_xp_gene_3439	Xetrov90024212m	ENSMUSG00000021948
mm_xp_gene_3440	Xetrov90024213m	ENSMUSG00000021948
mm_xp_gene_3441	Xetrov90024236m	ENSMUSG00000064158
mm_xp_gene_3442	Xetrov90024238m	ENSMUSG00000064158
mm_xp_gene_3443	Xetrov90024245m	ENSMUSG00000064158
mm_xp_gene_3444	Xetrov90024250m	ENSMUSG00000027176
mm_xp_gene_3445	Xetrov90024299m	ENSMUSG00000027086
mm_xp_gene_3446	Xetrov90024320m	ENSMUSG00000039470
mm_xp_gene_3447	Xetrov90024340m	ENSMUSG00000026896
mm_xp_gene_3448	Xetrov90024355m	ENSMUSG00000054580
mm_xp_gene_3449	Xetrov90024376m	ENSMUSG00000041984
mm_xp_gene_3450	Xetrov90024393m	ENSMUSG00000026824
mm_xp_gene_3451	Xetrov90024395m	ENSMUSG00000060988
mm_xp_gene_3452	Xetrov90024455m	ENSMUSG00000026866
mm_xp_gene_3453	Xetrov90024460m	ENSMUSG00000026866
mm_xp_gene_3454	Xetrov90024461m	ENSMUSG00000049252
mm_xp_gene_3455	Xetrov90024463m	ENSMUSG00000049252
mm_xp_gene_3456	Xetrov90024464m	ENSMUSG00000049252
mm_xp_gene_3457	Xetrov90024470m	ENSMUSG00000074682
mm_xp_gene_3458	Xetrov90024478m	ENSMUSG00000046258
mm_xp_gene_3459	Xetrov90024486m	ENSMUSG00000026175
mm_xp_gene_3460	Xetrov90024523m	ENSMUSG00000072235
mm_xp_gene_3461	Xetrov90024568m	ENSMUSG00000074682
mm_xp_gene_3462	Xetrov90024577m	ENSMUSG00000000823
mm_xp_gene_3463	Xetrov90024587m	ENSMUSG00000032440
mm_xp_gene_3464	Xetrov90024601m	ENSMUSG00000027579
mm_xp_gene_3465	Xetrov90024607m	ENSMUSG00000033508
mm_xp_gene_3466	Xetrov90024608m	ENSMUSG00000075592
mm_xp_gene_3467	Xetrov90024613m	ENSMUSG00000060445
mm_xp_gene_3468	Xetrov90024626m	ENSMUSG00000015647
mm_xp_gene_3469	Xetrov90024636m	ENSMUSG00000054146
mm_xp_gene_3470	Xetrov90024646m	ENSMUSG00000033430
mm_xp_gene_3471	Xetrov90024649m	ENSMUSG00000032532
mm_xp_gene_3472	Xetrov90024667m	ENSMUSG00000014198
mm_xp_gene_3473	Xetrov90024668m	ENSMUSG00000014198
mm_xp_gene_3474	Xetrov90024734m	ENSMUSG00000054074
mm_xp_gene_3475	Xetrov90024753m	ENSMUSG00000020876
mm_xp_gene_3476	Xetrov90024780m	ENSMUSG00000074682
mm_xp_gene_3477	Xetrov90024787m	ENSMUSG00000026925
mm_xp_gene_3478	Xetrov90024828m	ENSMUSG00000031986
mm_xp_gene_3479	Xetrov90024845m	ENSMUSG00000020704
mm_xp_gene_3480	Xetrov90024852m	ENSMUSG00000001027
mm_xp_gene_3481	Xetrov90024862m	ENSMUSG00000031986
mm_xp_gene_3482	Xetrov90024872m	ENSMUSG00000018459
mm_xp_gene_3483	Xetrov90024905m	ENSMUSG00000026925
mm_xp_gene_3484	Xetrov90024916m	ENSMUSG00000025366
mm_xp_gene_3485	Xetrov90024937m	ENSMUSG00000035112
mm_xp_gene_3486	Xetrov90024950m	ENSMUSG00000015942
mm_xp_gene_3487	Xetrov90024992m	ENSMUSG00000059995
mm_xp_gene_3488	Xetrov90025009m	ENSMUSG00000053675
mm_xp_gene_3489	Xetrov90025018m	ENSMUSG00000027403
mm_xp_gene_3490	Xetrov90025024m	ENSMUSG00000068009
mm_xp_gene_3491	Xetrov90025030m	ENSMUSG00000039208
mm_xp_gene_3492	Xetrov90025035m	ENSMUSG00000030177
mm_xp_gene_3493	Xetrov90025036m	ENSMUSG00000030177
mm_xp_gene_3494	Xetrov90025151m	ENSMUSG00000078572
mm_xp_gene_3495	Xetrov90025170m	ENSMUSG00000017802
mm_xp_gene_3496	Xetrov90025173m	ENSMUSG00000035198
mm_xp_gene_3497	Xetrov90025184m	ENSMUSG00000041654
mm_xp_gene_3498	Xetrov90025215m	ENSMUSG00000039670
mm_xp_gene_3499	Xetrov90025221m	ENSMUSG00000037075
mm_xp_gene_3500	Xetrov90025230m	ENSMUSG00000049957
mm_xp_gene_3501	Xetrov90025237m	ENSMUSG00000010021
mm_xp_gene_3502	Xetrov90025243m	ENSMUSG00000038567
mm_xp_gene_3503	Xetrov90025254m	ENSMUSG00000074682
mm_xp_gene_3504	Xetrov90025263m	ENSMUSG00000074577
mm_xp_gene_3505	Xetrov90025302m	ENSMUSG00000017697
mm_xp_gene_3506	Xetrov90025314m	ENSMUSG00000050556
mm_xp_gene_3507	Xetrov90025335m	ENSMUSG00000042190
mm_xp_gene_3508	Xetrov90025340m	ENSMUSG00000042190
mm_xp_gene_3509	Xetrov90025341m	ENSMUSG00000060701
mm_xp_gene_3510	Xetrov90025341m	ENSMUSG00000071276
mm_xp_gene_3511	Xetrov90025341m	ENSMUSG00000071275
mm_xp_gene_3512	Xetrov90025341m	ENSMUSG00000048062
mm_xp_gene_3513	Xetrov90025344m	ENSMUSG00000049130
mm_xp_gene_3514	Xetrov90025347m	ENSMUSG00000042190
mm_xp_gene_3515	Xetrov90025348m	ENSMUSG00000049130
mm_xp_gene_3516	Xetrov90025355m	ENSMUSG00000042190
mm_xp_gene_3517	Xetrov90025381m	ENSMUSG00000027624
mm_xp_gene_3518	Xetrov90025403m	ENSMUSG00000024991
mm_xp_gene_3519	Xetrov90025416m	ENSMUSG00000042429
mm_xp_gene_3520	Xetrov90025444m	ENSMUSG00000027900
mm_xp_gene_3521	Xetrov90025482m	ENSMUSG00000048174
mm_xp_gene_3522	Xetrov90025496m	ENSMUSG00000076435
mm_xp_gene_3523	Xetrov90025505m	ENSMUSG00000032855
mm_xp_gene_3524	Xetrov90025518m	ENSMUSG00000018862
mm_xp_gene_3525	Xetrov90025553m	ENSMUSG00000048442
mm_xp_gene_3526	Xetrov90025569m	ENSMUSG00000054517
mm_xp_gene_3527	Xetrov90025579m	ENSMUSG00000020792
mm_xp_gene_3528	Xetrov90025606m	ENSMUSG00000009588
mm_xp_gene_3529	Xetrov90025622m	ENSMUSG00000025163
mm_xp_gene_3530	Xetrov90025638m	ENSMUSG00000034652
mm_xp_gene_3531	Xetrov90025648m	ENSMUSG00000020818
mm_xp_gene_3532	Xetrov90025657m	ENSMUSG00000044296
mm_xp_gene_3533	Xetrov90025662m	ENSMUSG00000027469
mm_xp_gene_3534	Xetrov90025669m	ENSMUSG00000056752
mm_xp_gene_3535	Xetrov90025688m	ENSMUSG00000002059
mm_xp_gene_3536	Xetrov90025689m	ENSMUSG00000090173
mm_xp_gene_3537	Xetrov90025693m	ENSMUSG00000042148
mm_xp_gene_3538	Xetrov90025701m	ENSMUSG00000020908
mm_xp_gene_3539	Xetrov90025726m	ENSMUSG00000074682
mm_xp_gene_3540	Xetrov90025734m	ENSMUSG00000029310
mm_xp_gene_3541	Xetrov90025751m	ENSMUSG00000074682
mm_xp_gene_3542	Xetrov90025755m	ENSMUSG00000030235
mm_xp_gene_3543	Xetrov90025787m	ENSMUSG00000041782
mm_xp_gene_3544	Xetrov90025790m	ENSMUSG00000074682
mm_xp_gene_3545	Xetrov90025793m	ENSMUSG00000074682
mm_xp_gene_3546	Xetrov90025804m	ENSMUSG00000070327
mm_xp_gene_3547	Xetrov90025809m	ENSMUSG00000026925
mm_xp_gene_3548	Xetrov90025814m	ENSMUSG00000048120
mm_xp_gene_3549	Xetrov90025862m	ENSMUSG00000030177
mm_xp_gene_3550	Xetrov90025863m	ENSMUSG00000091212
mm_xp_gene_3551	Xetrov90025864m	ENSMUSG00000026343
mm_xp_gene_3552	Xetrov90025868m	ENSMUSG00000074682
mm_xp_gene_3553	Xetrov90025879m	ENSMUSG00000007209
mm_xp_gene_3554	Xetrov90025879m	ENSMUSG00000078795
mm_xp_gene_3555	Xetrov90025889m	ENSMUSG00000027703
mm_xp_gene_3556	Xetrov90025892m	ENSMUSG00000037730
mm_xp_gene_3557	Xetrov90025913m	ENSMUSG00000026778
mm_xp_gene_3558	Xetrov90025923m	ENSMUSG00000022455
mm_xp_gene_3559	Xetrov90025924m	ENSMUSG00000020919
mm_xp_gene_3560	Xetrov90025933m	ENSMUSG00000027710
mm_xp_gene_3561	Xetrov90025941m	ENSMUSG00000096458
mm_xp_gene_3562	Xetrov90025964m	ENSMUSG00000004591
mm_xp_gene_3563	Xetrov90025980m	ENSMUSG00000029148
mm_xp_gene_3564	Xetrov90025987m	ENSMUSG00000096458
mm_xp_gene_3565	Xetrov90025991m	ENSMUSG00000030607
mm_xp_gene_3566	Xetrov90025992m	ENSMUSG00000074682
mm_xp_gene_3567	Xetrov90026004m	ENSMUSG00000056972
mm_xp_gene_3568	Xetrov90026006m	ENSMUSG00000026380
mm_xp_gene_3569	Xetrov90026042m	ENSMUSG00000026879
mm_xp_gene_3570	Xetrov90026054m	ENSMUSG00000024253
mm_xp_gene_3571	Xetrov90026055m	ENSMUSG00000028053
mm_xp_gene_3572	Xetrov90026058m	ENSMUSG00000021721
mm_xp_gene_3573	Xetrov90026093m	ENSMUSG00000027220
mm_xp_gene_3574	Xetrov90026094m	ENSMUSG00000005198
mm_xp_gene_3575	Xetrov90026105m	ENSMUSG00000005672
mm_xp_gene_3576	Xetrov90026110m	ENSMUSG00000046049
mm_xp_gene_3577	Xetrov90026124m	ENSMUSG00000021273
mm_xp_gene_3578	Xetrov90026135m	ENSMUSG00000043760
mm_xp_gene_3579	Xetrov90026142m	ENSMUSG00000056429
mm_xp_gene_3580	Xetrov90026143m	ENSMUSG00000056429
mm_xp_gene_3581	Xetrov90026166m	ENSMUSG00000022262
mm_xp_gene_3582	Xetrov90026179m	ENSMUSG00000070331
mm_xp_gene_3583	Xetrov90026180m	ENSMUSG00000070331
mm_xp_gene_3584	Xetrov90026184m	ENSMUSG00000026778
mm_xp_gene_3585	Xetrov90026188m	ENSMUSG00000025083
mm_xp_gene_3586	Xetrov90026189m	ENSMUSG00000025082
mm_xp_gene_3587	Xetrov90026218m	ENSMUSG00000096458
mm_xp_gene_3588	Xetrov90026221m	ENSMUSG00000096458
mm_xp_gene_3589	Xetrov90026228m	ENSMUSG00000026818
mm_xp_gene_3590	Xetrov90026252m	ENSMUSG00000074682
mm_xp_gene_3591	Xetrov90026255m	ENSMUSG00000032123
mm_xp_gene_3592	Xetrov90026270m	ENSMUSG00000046204
mm_xp_gene_3593	Xetrov90026273m	ENSMUSG00000049154
mm_xp_gene_3594	Xetrov90026281m	ENSMUSG00000028455
mm_xp_gene_3595	Xetrov90026298m	ENSMUSG00000032637
mm_xp_gene_3596	Xetrov90026326m	ENSMUSG00000074682
mm_xp_gene_3597	Xetrov90026348m	ENSMUSG00000056429
mm_xp_gene_3598	Xetrov90026353m	ENSMUSG00000050675
mm_xp_gene_3599	Xetrov90026359m	ENSMUSG00000041346
mm_xp_gene_3600	Xetrov90026374m	ENSMUSG00000075592
mm_xp_gene_3601	Xetrov90026375m	ENSMUSG00000046204
mm_xp_gene_3602	Xetrov90026387m	ENSMUSG00000000693
mm_xp_gene_3603	Xetrov90026429m	ENSMUSG00000073971
