mm_xp_gene	xp_gene	mm_gene
mm_xp_gene_2616	Xetrov90008063m	ENSMUSG00000026017
mm_xp_gene_2617	Xetrov90008066m	ENSMUSG00000020189
mm_xp_gene_2618	Xetrov90008071m	ENSMUSG00000026925
mm_xp_gene_2619	Xetrov90008080m	ENSMUSG00000096458
mm_xp_gene_2620	Xetrov90008097m	ENSMUSG00000063296
mm_xp_gene_2621	Xetrov90008110m	ENSMUSG00000036218
mm_xp_gene_2622	Xetrov90008121m	ENSMUSG00000046287
mm_xp_gene_2623	Xetrov90008123m	ENSMUSG00000025804
mm_xp_gene_2624	Xetrov90008123m	ENSMUSG00000064039
mm_xp_gene_2625	Xetrov90008134m	ENSMUSG00000052419
mm_xp_gene_2626	Xetrov90008142m	ENSMUSG00000041390
mm_xp_gene_2627	Xetrov90008162m	ENSMUSG00000060882
mm_xp_gene_2628	Xetrov90008191m	ENSMUSG00000024211
mm_xp_gene_2629	Xetrov90008232m	ENSMUSG00000019961
mm_xp_gene_2630	Xetrov90008234m	ENSMUSG00000016028
mm_xp_gene_2631	Xetrov90008250m	ENSMUSG00000044021
mm_xp_gene_2632	Xetrov90008271m	ENSMUSG00000035933
mm_xp_gene_2633	Xetrov90008292m	ENSMUSG00000106379
mm_xp_gene_2634	Xetrov90008295m	ENSMUSG00000096458
mm_xp_gene_2635	Xetrov90008305m	ENSMUSG00000048520
mm_xp_gene_2636	Xetrov90008345m	ENSMUSG00000026657
mm_xp_gene_2637	Xetrov90008370m	ENSMUSG00000039046
mm_xp_gene_2638	Xetrov90008410m	ENSMUSG00000029765
mm_xp_gene_2639	Xetrov90008422m	ENSMUSG00000019892
mm_xp_gene_2640	Xetrov90008503m	ENSMUSG00000034243
mm_xp_gene_2641	Xetrov90008553m	ENSMUSG00000032366
mm_xp_gene_2642	Xetrov90008572m	ENSMUSG00000025236
mm_xp_gene_2643	Xetrov90008573m	ENSMUSG00000032340
mm_xp_gene_2644	Xetrov90008585m	ENSMUSG00000037716
mm_xp_gene_2645	Xetrov90008686m	ENSMUSG00000024713
mm_xp_gene_2646	Xetrov90008698m	ENSMUSG00000030518
mm_xp_gene_2647	Xetrov90008732m	ENSMUSG00000051036
mm_xp_gene_2648	Xetrov90008749m	ENSMUSG00000036030
mm_xp_gene_2649	Xetrov90008756m	ENSMUSG00000098332
mm_xp_gene_2650	Xetrov90008761m	ENSMUSG00000062151
mm_xp_gene_2651	Xetrov90008797m	ENSMUSG00000027209
mm_xp_gene_2652	Xetrov90008811m	ENSMUSG00000109941
mm_xp_gene_2653	Xetrov90008818m	ENSMUSG00000027365
mm_xp_gene_2654	Xetrov90008819m	ENSMUSG00000027365
mm_xp_gene_2655	Xetrov90008820m	ENSMUSG00000027365
mm_xp_gene_2656	Xetrov90008836m	ENSMUSG00000025104
mm_xp_gene_2657	Xetrov90008837m	ENSMUSG00000025104
mm_xp_gene_2658	Xetrov90008856m	ENSMUSG00000001741
mm_xp_gene_2659	Xetrov90008861m	ENSMUSG00000070331
mm_xp_gene_2660	Xetrov90008888m	ENSMUSG00000062760
mm_xp_gene_2661	Xetrov90008912m	ENSMUSG00000052353
mm_xp_gene_2662	Xetrov90008974m	ENSMUSG00000041817
mm_xp_gene_2663	Xetrov90008990m	ENSMUSG00000053091
mm_xp_gene_2664	Xetrov90009001m	ENSMUSG00000027422
mm_xp_gene_2665	Xetrov90009003m	ENSMUSG00000022052
mm_xp_gene_2666	Xetrov90009026m	ENSMUSG00000074682
mm_xp_gene_2667	Xetrov90009043m	ENSMUSG00000020473
mm_xp_gene_2668	Xetrov90009124m	ENSMUSG00000025060
mm_xp_gene_2669	Xetrov90009148m	ENSMUSG00000098754
mm_xp_gene_2670	Xetrov90009148m	ENSMUSG00000027338
mm_xp_gene_2671	Xetrov90009157m	ENSMUSG00000030047
mm_xp_gene_2672	Xetrov90009201m	ENSMUSG00000034832
mm_xp_gene_2673	Xetrov90009224m	ENSMUSG00000096458
mm_xp_gene_2674	Xetrov90009252m	ENSMUSG00000032254
mm_xp_gene_2675	Xetrov90009345m	ENSMUSG00000036330
mm_xp_gene_2676	Xetrov90009347m	ENSMUSG00000036330
mm_xp_gene_2677	Xetrov90009388m	ENSMUSG00000022091
mm_xp_gene_2678	Xetrov90009438m	ENSMUSG00000022961
mm_xp_gene_2679	Xetrov90009477m	ENSMUSG00000030741
mm_xp_gene_2680	Xetrov90009521m	ENSMUSG00000096458
mm_xp_gene_2681	Xetrov90009528m	ENSMUSG00000005540
mm_xp_gene_2682	Xetrov90009544m	ENSMUSG00000046204
mm_xp_gene_2683	Xetrov90009588m	ENSMUSG00000113489
mm_xp_gene_2684	Xetrov90009588m	ENSMUSG00000113951
mm_xp_gene_2685	Xetrov90009652m	ENSMUSG00000005198
mm_xp_gene_2686	Xetrov90009658m	ENSMUSG00000063047
mm_xp_gene_2687	Xetrov90009658m	ENSMUSG00000011427
mm_xp_gene_2688	Xetrov90009674m	ENSMUSG00000001029
mm_xp_gene_2689	Xetrov90009704m	ENSMUSG00000033849
mm_xp_gene_2690	Xetrov90009712m	ENSMUSG00000033849
mm_xp_gene_2691	Xetrov90009719m	ENSMUSG00000052726
mm_xp_gene_2692	Xetrov90009743m	ENSMUSG00000026482
mm_xp_gene_2693	Xetrov90009750m	ENSMUSG00000038895
mm_xp_gene_2694	Xetrov90009753m	ENSMUSG00000032936
mm_xp_gene_2695	Xetrov90009755m	ENSMUSG00000005198
mm_xp_gene_2696	Xetrov90009761m	ENSMUSG00000032936
mm_xp_gene_2697	Xetrov90009800m	ENSMUSG00000032936
mm_xp_gene_2698	Xetrov90009804m	ENSMUSG00000032936
mm_xp_gene_2699	Xetrov90009819m	ENSMUSG00000005142
mm_xp_gene_2700	Xetrov90009847m	ENSMUSG00000037103
mm_xp_gene_2701	Xetrov90009871m	ENSMUSG00000071172
mm_xp_gene_2702	Xetrov90009890m	ENSMUSG00000018921
mm_xp_gene_2703	Xetrov90009912m	ENSMUSG00000020898
mm_xp_gene_2704	Xetrov90009919m	ENSMUSG00000011837
mm_xp_gene_2705	Xetrov90009932m	ENSMUSG00000074682
mm_xp_gene_2706	Xetrov90009933m	ENSMUSG00000026417
mm_xp_gene_2707	Xetrov90009938m	ENSMUSG00000019961
mm_xp_gene_2708	Xetrov90010065m	ENSMUSG00000018286
mm_xp_gene_2709	Xetrov90010070m	ENSMUSG00000020830
mm_xp_gene_2710	Xetrov90010071m	ENSMUSG00000020830
mm_xp_gene_2711	Xetrov90010081m	ENSMUSG00000006456
mm_xp_gene_2712	Xetrov90010127m	ENSMUSG00000068794
mm_xp_gene_2713	Xetrov90010130m	ENSMUSG00000020888
mm_xp_gene_2714	Xetrov90010131m	ENSMUSG00000027220
mm_xp_gene_2715	Xetrov90010150m	ENSMUSG00000038371
mm_xp_gene_2716	Xetrov90010155m	ENSMUSG00000078668
mm_xp_gene_2717	Xetrov90010155m	ENSMUSG00000089724
mm_xp_gene_2718	Xetrov90010155m	ENSMUSG00000078259
mm_xp_gene_2719	Xetrov90010155m	ENSMUSG00000078258
mm_xp_gene_2720	Xetrov90010155m	ENSMUSG00000078262
mm_xp_gene_2721	Xetrov90010155m	ENSMUSG00000075566
mm_xp_gene_2722	Xetrov90010155m	ENSMUSG00000078261
mm_xp_gene_2723	Xetrov90010155m	ENSMUSG00000078260
mm_xp_gene_2724	Xetrov90010168m	ENSMUSG00000074682
mm_xp_gene_2725	Xetrov90010192m	ENSMUSG00000096458
mm_xp_gene_2726	Xetrov90010193m	ENSMUSG00000048058
mm_xp_gene_2727	Xetrov90010199m	ENSMUSG00000010914
mm_xp_gene_2728	Xetrov90010204m	ENSMUSG00000027220
mm_xp_gene_2729	Xetrov90010241m	ENSMUSG00000027230
mm_xp_gene_2730	Xetrov90010253m	ENSMUSG00000070331
mm_xp_gene_2731	Xetrov90010254m	ENSMUSG00000026778
mm_xp_gene_2732	Xetrov90010276m	ENSMUSG00000022623
mm_xp_gene_2733	Xetrov90010282m	ENSMUSG00000026778
mm_xp_gene_2734	Xetrov90010288m	ENSMUSG00000021948
mm_xp_gene_2735	Xetrov90010329m	ENSMUSG00000027176
mm_xp_gene_2736	Xetrov90010336m	ENSMUSG00000051329
mm_xp_gene_2737	Xetrov90010340m	ENSMUSG00000051329
mm_xp_gene_2738	Xetrov90010342m	ENSMUSG00000008200
mm_xp_gene_2739	Xetrov90010349m	ENSMUSG00000022683
mm_xp_gene_2740	Xetrov90010356m	ENSMUSG00000048236
mm_xp_gene_2741	Xetrov90010371m	ENSMUSG00000062542
mm_xp_gene_2742	Xetrov90010375m	ENSMUSG00000068373
mm_xp_gene_2743	Xetrov90010400m	ENSMUSG00000022961
mm_xp_gene_2744	Xetrov90010412m	ENSMUSG00000027176
mm_xp_gene_2745	Xetrov90010417m	ENSMUSG00000002635
mm_xp_gene_2746	Xetrov90010431m	ENSMUSG00000055546
mm_xp_gene_2747	Xetrov90010432m	ENSMUSG00000029070
mm_xp_gene_2748	Xetrov90010434m	ENSMUSG00000029070
mm_xp_gene_2749	Xetrov90010475m	ENSMUSG00000054662
mm_xp_gene_2750	Xetrov90010476m	ENSMUSG00000010663
mm_xp_gene_2751	Xetrov90010487m	ENSMUSG00000054662
mm_xp_gene_2752	Xetrov90010489m	ENSMUSG00000054662
mm_xp_gene_2753	Xetrov90010533m	ENSMUSG00000024743
mm_xp_gene_2754	Xetrov90010598m	ENSMUSG00000063297
mm_xp_gene_2755	Xetrov90010601m	ENSMUSG00000027176
mm_xp_gene_2756	Xetrov90010607m	ENSMUSG00000050808
mm_xp_gene_2757	Xetrov90010611m	ENSMUSG00000037974
mm_xp_gene_2758	Xetrov90010614m	ENSMUSG00000037974
mm_xp_gene_2759	Xetrov90010616m	ENSMUSG00000037974
mm_xp_gene_2760	Xetrov90010618m	ENSMUSG00000096458
mm_xp_gene_2761	Xetrov90010620m	ENSMUSG00000023443
mm_xp_gene_2762	Xetrov90010627m	ENSMUSG00000025503
mm_xp_gene_2763	Xetrov90010629m	ENSMUSG00000025503
mm_xp_gene_2764	Xetrov90010664m	ENSMUSG00000030495
mm_xp_gene_2765	Xetrov90010699m	ENSMUSG00000032936
mm_xp_gene_2766	Xetrov90010712m	ENSMUSG00000031698
mm_xp_gene_2767	Xetrov90010731m	ENSMUSG00000047866
mm_xp_gene_2768	Xetrov90010767m	ENSMUSG00000003657
mm_xp_gene_2769	Xetrov90010789m	ENSMUSG00000031789
mm_xp_gene_2770	Xetrov90010829m	ENSMUSG00000074182
mm_xp_gene_2771	Xetrov90010884m	ENSMUSG00000037974
mm_xp_gene_2772	Xetrov90010887m	ENSMUSG00000096458
mm_xp_gene_2773	Xetrov90010906m	ENSMUSG00000025512
mm_xp_gene_2774	Xetrov90010919m	ENSMUSG00000060240
mm_xp_gene_2775	Xetrov90010942m	ENSMUSG00000025497
mm_xp_gene_2776	Xetrov90010972m	ENSMUSG00000024070
mm_xp_gene_2777	Xetrov90011013m	ENSMUSG00000024922
mm_xp_gene_2778	Xetrov90011021m	ENSMUSG00000024910
mm_xp_gene_2779	Xetrov90011026m	ENSMUSG00000025503
mm_xp_gene_2780	Xetrov90011027m	ENSMUSG00000025503
mm_xp_gene_2781	Xetrov90011029m	ENSMUSG00000025503
mm_xp_gene_2782	Xetrov90011030m	ENSMUSG00000025503
mm_xp_gene_2783	Xetrov90011231m	ENSMUSG00000021338
mm_xp_gene_2784	Xetrov90011285m	ENSMUSG00000027176
mm_xp_gene_2785	Xetrov90011353m	ENSMUSG00000074151
mm_xp_gene_2786	Xetrov90011369m	ENSMUSG00000031885
mm_xp_gene_2787	Xetrov90011400m	ENSMUSG00000021969
mm_xp_gene_2788	Xetrov90011433m	ENSMUSG00000052616
mm_xp_gene_2789	Xetrov90011449m	ENSMUSG00000036822
mm_xp_gene_2790	Xetrov90011465m	ENSMUSG00000035032
mm_xp_gene_2791	Xetrov90011468m	ENSMUSG00000036822
mm_xp_gene_2792	Xetrov90011481m	ENSMUSG00000031732
mm_xp_gene_2793	Xetrov90011510m	ENSMUSG00000048827
mm_xp_gene_2794	Xetrov90011512m	ENSMUSG00000034416
mm_xp_gene_2795	Xetrov90011525m	ENSMUSG00000001518
mm_xp_gene_2796	Xetrov90011553m	ENSMUSG00000075592
mm_xp_gene_2797	Xetrov90011600m	ENSMUSG00000043903
mm_xp_gene_2798	Xetrov90011605m	ENSMUSG00000017478
mm_xp_gene_2799	Xetrov90011630m	ENSMUSG00000039058
mm_xp_gene_2800	Xetrov90011649m	ENSMUSG00000053870
mm_xp_gene_2801	Xetrov90011694m	ENSMUSG00000034035
mm_xp_gene_2802	Xetrov90011716m	ENSMUSG00000033253
mm_xp_gene_2803	Xetrov90011744m	ENSMUSG00000028519
mm_xp_gene_2804	Xetrov90011758m	ENSMUSG00000028565
mm_xp_gene_2805	Xetrov90011781m	ENSMUSG00000028532
mm_xp_gene_2806	Xetrov90011789m	ENSMUSG00000028525
mm_xp_gene_2807	Xetrov90011791m	ENSMUSG00000028525
mm_xp_gene_2808	Xetrov90011811m	ENSMUSG00000021948
mm_xp_gene_2809	Xetrov90011831m	ENSMUSG00000028702
mm_xp_gene_2810	Xetrov90011857m	ENSMUSG00000028708
mm_xp_gene_2811	Xetrov90011882m	ENSMUSG00000061298
mm_xp_gene_2812	Xetrov90011930m	ENSMUSG00000034785
mm_xp_gene_2813	Xetrov90011965m	ENSMUSG00000090394
mm_xp_gene_2814	Xetrov90011968m	ENSMUSG00000096458
mm_xp_gene_2815	Xetrov90011972m	ENSMUSG00000004031
mm_xp_gene_2816	Xetrov90012012m	ENSMUSG00000015484
mm_xp_gene_2817	Xetrov90012036m	ENSMUSG00000033308
mm_xp_gene_2818	Xetrov90012037m	ENSMUSG00000033308
mm_xp_gene_2819	Xetrov90012107m	ENSMUSG00000037072
mm_xp_gene_2820	Xetrov90012116m	ENSMUSG00000079184
mm_xp_gene_2821	Xetrov90012156m	ENSMUSG00000033386
mm_xp_gene_2822	Xetrov90012187m	ENSMUSG00000059857
mm_xp_gene_2823	Xetrov90012188m	ENSMUSG00000033721
mm_xp_gene_2824	Xetrov90012190m	ENSMUSG00000033952
mm_xp_gene_2825	Xetrov90012200m	ENSMUSG00000041498
mm_xp_gene_2826	Xetrov90012202m	ENSMUSG00000040389
mm_xp_gene_2827	Xetrov90012204m	ENSMUSG00000041570
mm_xp_gene_2828	Xetrov90012209m	ENSMUSG00000027883
mm_xp_gene_2829	Xetrov90012215m	ENSMUSG00000045326
mm_xp_gene_2830	Xetrov90012220m	ENSMUSG00000026368
mm_xp_gene_2831	Xetrov90012221m	ENSMUSG00000027884
mm_xp_gene_2832	Xetrov90012222m	ENSMUSG00000026368
mm_xp_gene_2833	Xetrov90012236m	ENSMUSG00000023150
mm_xp_gene_2834	Xetrov90012242m	ENSMUSG00000068117
mm_xp_gene_2835	Xetrov90012272m	ENSMUSG00000058586
mm_xp_gene_2836	Xetrov90012314m	ENSMUSG00000035131
mm_xp_gene_2837	Xetrov90012315m	ENSMUSG00000035131
mm_xp_gene_2838	Xetrov90012327m	ENSMUSG00000038170
mm_xp_gene_2839	Xetrov90012339m	ENSMUSG00000026582
mm_xp_gene_2840	Xetrov90012340m	ENSMUSG00000026582
mm_xp_gene_2841	Xetrov90012398m	ENSMUSG00000042564
mm_xp_gene_2842	Xetrov90012399m	ENSMUSG00000022429
mm_xp_gene_2843	Xetrov90012402m	ENSMUSG00000025854
mm_xp_gene_2844	Xetrov90012412m	ENSMUSG00000042428
mm_xp_gene_2845	Xetrov90012451m	ENSMUSG00000006378
mm_xp_gene_2846	Xetrov90012485m	ENSMUSG00000016637
mm_xp_gene_2847	Xetrov90012505m	ENSMUSG00000048368
mm_xp_gene_2848	Xetrov90012530m	ENSMUSG00000032589
mm_xp_gene_2849	Xetrov90012578m	ENSMUSG00000044021
mm_xp_gene_2850	Xetrov90012580m	ENSMUSG00000010067
mm_xp_gene_2851	Xetrov90012675m	ENSMUSG00000049112
mm_xp_gene_2852	Xetrov90012688m	ENSMUSG00000030321
mm_xp_gene_2853	Xetrov90012696m	ENSMUSG00000048154
mm_xp_gene_2854	Xetrov90012753m	ENSMUSG00000074596
mm_xp_gene_2855	Xetrov90012806m	ENSMUSG00000030281
mm_xp_gene_2856	Xetrov90012894m	ENSMUSG00000033208
mm_xp_gene_2857	Xetrov90012905m	ENSMUSG00000067150
mm_xp_gene_2858	Xetrov90012908m	ENSMUSG00000067150
mm_xp_gene_2859	Xetrov90012914m	ENSMUSG00000043557
mm_xp_gene_2860	Xetrov90012919m	ENSMUSG00000074682
mm_xp_gene_2861	Xetrov90012927m	ENSMUSG00000025496
mm_xp_gene_2862	Xetrov90012928m	ENSMUSG00000006014
mm_xp_gene_2863	Xetrov90012939m	ENSMUSG00000024059
mm_xp_gene_2864	Xetrov90012943m	ENSMUSG00000055471
mm_xp_gene_2865	Xetrov90012951m	ENSMUSG00000046258
mm_xp_gene_2866	Xetrov90012954m	ENSMUSG00000024064
mm_xp_gene_2867	Xetrov90012957m	ENSMUSG00000024065
mm_xp_gene_2868	Xetrov90012959m	ENSMUSG00000024976
mm_xp_gene_2869	Xetrov90012964m	ENSMUSG00000049422
mm_xp_gene_2870	Xetrov90013027m	ENSMUSG00000069227
mm_xp_gene_2871	Xetrov90013033m	ENSMUSG00000019437
mm_xp_gene_2872	Xetrov90013054m	ENSMUSG00000026614
mm_xp_gene_2873	Xetrov90013059m	ENSMUSG00000041984
mm_xp_gene_2874	Xetrov90013063m	ENSMUSG00000027422
mm_xp_gene_2875	Xetrov90013067m	ENSMUSG00000026609
mm_xp_gene_2876	Xetrov90013068m	ENSMUSG00000026609
mm_xp_gene_2877	Xetrov90013072m	ENSMUSG00000032936
mm_xp_gene_2878	Xetrov90013073m	ENSMUSG00000021007
mm_xp_gene_2879	Xetrov90013114m	ENSMUSG00000000982
mm_xp_gene_2880	Xetrov90013115m	ENSMUSG00000058248
mm_xp_gene_2881	Xetrov90013131m	ENSMUSG00000046157
mm_xp_gene_2882	Xetrov90013136m	ENSMUSG00000024251
mm_xp_gene_2883	Xetrov90013145m	ENSMUSG00000024131
mm_xp_gene_2884	Xetrov90013148m	ENSMUSG00000071037
mm_xp_gene_2885	Xetrov90013163m	ENSMUSG00000036918
mm_xp_gene_2886	Xetrov90013173m	ENSMUSG00000030741
mm_xp_gene_2887	Xetrov90013176m	ENSMUSG00000005371
mm_xp_gene_2888	Xetrov90013192m	ENSMUSG00000026925
mm_xp_gene_2889	Xetrov90013194m	ENSMUSG00000026925
mm_xp_gene_2890	Xetrov90013204m	ENSMUSG00000048163
mm_xp_gene_2891	Xetrov90013213m	ENSMUSG00000020460
mm_xp_gene_2892	Xetrov90013222m	ENSMUSG00000022949
mm_xp_gene_2893	Xetrov90013245m	ENSMUSG00000027176
mm_xp_gene_2894	Xetrov90013256m	ENSMUSG00000026925
mm_xp_gene_2895	Xetrov90013257m	ENSMUSG00000026925
mm_xp_gene_2896	Xetrov90013261m	ENSMUSG00000021948
mm_xp_gene_2897	Xetrov90013280m	ENSMUSG00000026778
mm_xp_gene_2898	Xetrov90013284m	ENSMUSG00000037143
mm_xp_gene_2899	Xetrov90013285m	ENSMUSG00000037143
mm_xp_gene_2900	Xetrov90013293m	ENSMUSG00000026925
mm_xp_gene_2901	Xetrov90013313m	ENSMUSG00000064090
mm_xp_gene_2902	Xetrov90013315m	ENSMUSG00000062006
mm_xp_gene_2903	Xetrov90013336m	ENSMUSG00000000402
mm_xp_gene_2904	Xetrov90013394m	ENSMUSG00000026925
mm_xp_gene_2905	Xetrov90013395m	ENSMUSG00000026925
mm_xp_gene_2906	Xetrov90013400m	ENSMUSG00000026925
mm_xp_gene_2907	Xetrov90013401m	ENSMUSG00000026925
mm_xp_gene_2908	Xetrov90013408m	ENSMUSG00000026925
mm_xp_gene_2909	Xetrov90013409m	ENSMUSG00000026925
mm_xp_gene_2910	Xetrov90013440m	ENSMUSG00000028280
mm_xp_gene_2911	Xetrov90013441m	ENSMUSG00000028280
mm_xp_gene_2912	Xetrov90013451m	ENSMUSG00000038774
mm_xp_gene_2913	Xetrov90013456m	ENSMUSG00000096054
mm_xp_gene_2914	Xetrov90013467m	ENSMUSG00000026925
mm_xp_gene_2915	Xetrov90013468m	ENSMUSG00000019828
mm_xp_gene_2916	Xetrov90013473m	ENSMUSG00000026778
mm_xp_gene_2917	Xetrov90013478m	ENSMUSG00000098387
mm_xp_gene_2918	Xetrov90013484m	ENSMUSG00000033808
mm_xp_gene_2919	Xetrov90013518m	ENSMUSG00000046991
mm_xp_gene_2920	Xetrov90013520m	ENSMUSG00000046991
mm_xp_gene_2921	Xetrov90013533m	ENSMUSG00000055067
mm_xp_gene_2922	Xetrov90013561m	ENSMUSG00000089704
mm_xp_gene_2923	Xetrov90013561m	ENSMUSG00000092329
mm_xp_gene_2924	Xetrov90013574m	ENSMUSG00000023827
mm_xp_gene_2925	Xetrov90013575m	ENSMUSG00000024074
mm_xp_gene_2926	Xetrov90013580m	ENSMUSG00000062691
mm_xp_gene_2927	Xetrov90013591m	ENSMUSG00000019989
mm_xp_gene_2928	Xetrov90013603m	ENSMUSG00000039031
mm_xp_gene_2929	Xetrov90013621m	ENSMUSG00000075266
mm_xp_gene_2930	Xetrov90013625m	ENSMUSG00000042895
mm_xp_gene_2931	Xetrov90013665m	ENSMUSG00000027447
mm_xp_gene_2932	Xetrov90013665m	ENSMUSG00000033156
mm_xp_gene_2933	Xetrov90013667m	ENSMUSG00000026925
mm_xp_gene_2934	Xetrov90013685m	ENSMUSG00000050244
mm_xp_gene_2935	Xetrov90013700m	ENSMUSG00000054901
mm_xp_gene_2936	Xetrov90013785m	ENSMUSG00000026925
mm_xp_gene_2937	Xetrov90013799m	ENSMUSG00000051329
mm_xp_gene_2938	Xetrov90013806m	ENSMUSG00000074576
mm_xp_gene_2939	Xetrov90013826m	ENSMUSG00000040836
mm_xp_gene_2940	Xetrov90013833m	ENSMUSG00000095687
mm_xp_gene_2941	Xetrov90013833m	ENSMUSG00000094724
mm_xp_gene_2942	Xetrov90013878m	ENSMUSG00000020003
mm_xp_gene_2943	Xetrov90013894m	ENSMUSG00000019961
mm_xp_gene_2944	Xetrov90013897m	ENSMUSG00000015305
mm_xp_gene_2945	Xetrov90013941m	ENSMUSG00000078453
mm_xp_gene_2946	Xetrov90013955m	ENSMUSG00000019865
mm_xp_gene_2947	Xetrov90013956m	ENSMUSG00000019865
mm_xp_gene_2948	Xetrov90013958m	ENSMUSG00000019865
mm_xp_gene_2949	Xetrov90013980m	ENSMUSG00000032258
mm_xp_gene_2950	Xetrov90013985m	ENSMUSG00000019876
mm_xp_gene_2951	Xetrov90014004m	ENSMUSG00000026925
mm_xp_gene_2952	Xetrov90014010m	ENSMUSG00000019842
mm_xp_gene_2953	Xetrov90014027m	ENSMUSG00000039480
mm_xp_gene_2954	Xetrov90014071m	ENSMUSG00000031986
mm_xp_gene_2955	Xetrov90014084m	ENSMUSG00000019802
mm_xp_gene_2956	Xetrov90014101m	ENSMUSG00000019866
mm_xp_gene_2957	Xetrov90014119m	ENSMUSG00000056073
mm_xp_gene_2958	Xetrov90014120m	ENSMUSG00000056073
mm_xp_gene_2959	Xetrov90014121m	ENSMUSG00000001642
mm_xp_gene_2960	Xetrov90014125m	ENSMUSG00000042380
mm_xp_gene_2961	Xetrov90014128m	ENSMUSG00000032258
mm_xp_gene_2962	Xetrov90014132m	ENSMUSG00000022262
mm_xp_gene_2963	Xetrov90014133m	ENSMUSG00000033826
mm_xp_gene_2964	Xetrov90014168m	ENSMUSG00000046186
mm_xp_gene_2965	Xetrov90014170m	ENSMUSG00000046186
mm_xp_gene_2966	Xetrov90014173m	ENSMUSG00000046186
mm_xp_gene_2967	Xetrov90014196m	ENSMUSG00000035270
mm_xp_gene_2968	Xetrov90014198m	ENSMUSG00000032343
mm_xp_gene_2969	Xetrov90014207m	ENSMUSG00000019961
mm_xp_gene_2970	Xetrov90014219m	ENSMUSG00000028289
mm_xp_gene_2971	Xetrov90014237m	ENSMUSG00000054659
mm_xp_gene_2972	Xetrov90014284m	ENSMUSG00000042197
mm_xp_gene_2973	Xetrov90014285m	ENSMUSG00000042197
mm_xp_gene_2974	Xetrov90014301m	ENSMUSG00000033569
mm_xp_gene_2975	Xetrov90014302m	ENSMUSG00000033569
mm_xp_gene_2976	Xetrov90014305m	ENSMUSG00000026141
mm_xp_gene_2977	Xetrov90014308m	ENSMUSG00000026141
mm_xp_gene_2978	Xetrov90014310m	ENSMUSG00000026147
mm_xp_gene_2979	Xetrov90014332m	ENSMUSG00000046186
mm_xp_gene_2980	Xetrov90014337m	ENSMUSG00000046186
mm_xp_gene_2981	Xetrov90014351m	ENSMUSG00000063887
mm_xp_gene_2982	Xetrov90014420m	ENSMUSG00000031442
mm_xp_gene_2983	Xetrov90014462m	ENSMUSG00000034109
mm_xp_gene_2984	Xetrov90014472m	ENSMUSG00000028333
mm_xp_gene_2985	Xetrov90014481m	ENSMUSG00000026925
mm_xp_gene_2986	Xetrov90014487m	ENSMUSG00000071347
mm_xp_gene_2987	Xetrov90014540m	ENSMUSG00000027762
mm_xp_gene_2988	Xetrov90014591m	ENSMUSG00000053333
mm_xp_gene_2989	Xetrov90014608m	ENSMUSG00000035429
mm_xp_gene_2990	Xetrov90014611m	ENSMUSG00000035429
mm_xp_gene_2991	Xetrov90014612m	ENSMUSG00000035429
mm_xp_gene_2992	Xetrov90014614m	ENSMUSG00000035429
mm_xp_gene_2993	Xetrov90014615m	ENSMUSG00000035429
mm_xp_gene_2994	Xetrov90014616m	ENSMUSG00000035429
mm_xp_gene_2995	Xetrov90014620m	ENSMUSG00000035429
mm_xp_gene_2996	Xetrov90014621m	ENSMUSG00000035429
mm_xp_gene_2997	Xetrov90014623m	ENSMUSG00000079620
mm_xp_gene_2998	Xetrov90014626m	ENSMUSG00000054383
mm_xp_gene_2999	Xetrov90014631m	ENSMUSG00000022797
mm_xp_gene_3000	Xetrov90014654m	ENSMUSG00000032269
mm_xp_gene_3001	Xetrov90014659m	ENSMUSG00000022841
mm_xp_gene_3002	Xetrov90014665m	ENSMUSG00000025983
mm_xp_gene_3003	Xetrov90014701m	ENSMUSG00000060924
mm_xp_gene_3004	Xetrov90014704m	ENSMUSG00000031465
mm_xp_gene_3005	Xetrov90014728m	ENSMUSG00000046204
mm_xp_gene_3006	Xetrov90014730m	ENSMUSG00000032355
mm_xp_gene_3007	Xetrov90014742m	ENSMUSG00000027808
mm_xp_gene_3008	Xetrov90014773m	ENSMUSG00000031129
mm_xp_gene_3009	Xetrov90014827m	ENSMUSG00000035165
mm_xp_gene_3010	Xetrov90014833m	ENSMUSG00000047330
mm_xp_gene_3011	Xetrov90014835m	ENSMUSG00000027176
mm_xp_gene_3012	Xetrov90014863m	ENSMUSG00000034066
mm_xp_gene_3013	Xetrov90014864m	ENSMUSG00000034066
mm_xp_gene_3014	Xetrov90014906m	ENSMUSG00000026288
mm_xp_gene_3015	Xetrov90014909m	ENSMUSG00000056055
mm_xp_gene_3016	Xetrov90014912m	ENSMUSG00000021948
mm_xp_gene_3017	Xetrov90014914m	ENSMUSG00000037503
mm_xp_gene_3018	Xetrov90014929m	ENSMUSG00000034212
mm_xp_gene_3019	Xetrov90014940m	ENSMUSG00000021948
mm_xp_gene_3020	Xetrov90014959m	ENSMUSG00000051306
mm_xp_gene_3021	Xetrov90015021m	ENSMUSG00000091650
mm_xp_gene_3022	Xetrov90015021m	ENSMUSG00000091694
mm_xp_gene_3023	Xetrov90015021m	ENSMUSG00000068246
mm_xp_gene_3024	Xetrov90015021m	ENSMUSG00000050014
mm_xp_gene_3025	Xetrov90015021m	ENSMUSG00000057346
mm_xp_gene_3026	Xetrov90015021m	ENSMUSG00000050982
