zf_xp_gene	xp_gene	zf_gene
zf_xp_gene_3775	adamts2	ENSDARG00000100772
zf_xp_gene_3776	adamts3	ENSDARG00000060127
zf_xp_gene_3777	adamts5	ENSDARG00000100307
zf_xp_gene_3778	adamts6	ENSDARG00000041982
zf_xp_gene_3779	adamts8	ENSDARG00000007709
zf_xp_gene_3780	adamts9	ENSDARG00000077778
zf_xp_gene_3781	adamtsl2	ENSDARG00000074033
zf_xp_gene_3782	adamtsl3	ENSDARG00000027903
zf_xp_gene_3783	adamtsl4	ENSDARG00000063407
zf_xp_gene_3784	adarb1	ENSDARG00000003544
zf_xp_gene_3785	adarb1	ENSDARG00000041609
zf_xp_gene_3786	adat1	ENSDARG00000061348
zf_xp_gene_3787	adat2	ENSDARG00000041944
zf_xp_gene_3788	adck1	ENSDARG00000062561
zf_xp_gene_3789	adck2	ENSDARG00000073923
zf_xp_gene_3790	adcy1	ENSDARG00000088634
zf_xp_gene_3791	adcy1	ENSDARG00000069026
zf_xp_gene_3792	adcy3	ENSDARG00000017437
zf_xp_gene_3793	adcy6	ENSDARG00000061445
zf_xp_gene_3794	adcy6	ENSDARG00000027797
zf_xp_gene_3795	adcy7	ENSDARG00000060070
zf_xp_gene_3796	adcy9	ENSDARG00000100869
zf_xp_gene_3797	add2	ENSDARG00000074581
zf_xp_gene_3798	adgb	ENSDARG00000005595
zf_xp_gene_3799	adhfe1	ENSDARG00000053518
zf_xp_gene_3800	adi1	ENSDARG00000020448
zf_xp_gene_3801	adipoq	ENSDARG00000100086
zf_xp_gene_3802	adipoq	ENSDARG00000062228
zf_xp_gene_3803	adipor1	ENSDARG00000042717
zf_xp_gene_3804	adipor1	ENSDARG00000002912
zf_xp_gene_3805	adk	ENSDARG00000095947
zf_xp_gene_3806	adk	ENSDARG00000039429
zf_xp_gene_3807	adm	ENSDARG00000015263
zf_xp_gene_3808	adm2	ENSDARG00000078875
zf_xp_gene_3809	adm2	ENSDARG00000045708
zf_xp_gene_3810	adnp	ENSDARG00000074293
zf_xp_gene_3811	adnp	ENSDARG00000062002
zf_xp_gene_3812	adnp2	ENSDARG00000028431
zf_xp_gene_3813	adnp2	ENSDARG00000060937
zf_xp_gene_3814	ado	ENSDARG00000053571
zf_xp_gene_3815	ado	ENSDARG00000042827
zf_xp_gene_3816	adora1	ENSDARG00000070056
zf_xp_gene_3817	adora1	ENSDARG00000075694
zf_xp_gene_3818	adora2a	ENSDARG00000033706
zf_xp_gene_3819	adora2b	ENSDARG00000002533
zf_xp_gene_3820	adprm	ENSDARG00000026090
zf_xp_gene_3821	adra2b	ENSDARG00000102096
zf_xp_gene_3822	adra2c	ENSDARG00000069669
zf_xp_gene_3823	adrb2	ENSDARG00000054510
zf_xp_gene_3824	adrb2	ENSDARG00000088124
zf_xp_gene_3825	adrm1	ENSDARG00000058560
zf_xp_gene_3826	adsl	ENSDARG00000017049
zf_xp_gene_3827	adtrp	ENSDARG00000086114
zf_xp_gene_3828	aebp1	ENSDARG00000091726
zf_xp_gene_3829	aebp1	ENSDARG00000006901
zf_xp_gene_3830	afap1	ENSDARG00000055284
zf_xp_gene_3831	afap1l1	ENSDARG00000089162
zf_xp_gene_3832	afap1l1	ENSDARG00000056453
zf_xp_gene_3833	aff2-like.1	ENSDARG00000052242
zf_xp_gene_3834	aff2-like.2	ENSDARG00000052242
zf_xp_gene_3835	aff3-like.1	ENSDARG00000079575
zf_xp_gene_3836	aff3-like.2	ENSDARG00000079575
zf_xp_gene_3837	aff4	ENSDARG00000001857
zf_xp_gene_3838	afg3l2	ENSDARG00000062272
zf_xp_gene_3839	afmid	ENSDARG00000099106
zf_xp_gene_3840	aga	ENSDARG00000004889
zf_xp_gene_3841	agap1-like.1	ENSDARG00000062123
zf_xp_gene_3842	agap1-like.2	ENSDARG00000062123
zf_xp_gene_3843	agbl1-like	ENSDARG00000104384
zf_xp_gene_3844	agbl2	ENSDARG00000079983
zf_xp_gene_3845	agbl5	ENSDARG00000045900
zf_xp_gene_3846	aggf1	ENSDARG00000060109
zf_xp_gene_3847	agk	ENSDARG00000009837
zf_xp_gene_3848	agl	ENSDARG00000100352
zf_xp_gene_3849	agl	ENSDARG00000103811
zf_xp_gene_3850	agmo	ENSDARG00000025595
zf_xp_gene_3851	ago1	ENSDARG00000092644
zf_xp_gene_3852	ago2	ENSDARG00000061268
zf_xp_gene_3853	agpat3	ENSDARG00000036549
zf_xp_gene_3854	agpat5	ENSDARG00000063187
zf_xp_gene_3855	agpat6	ENSDARG00000019897
zf_xp_gene_3856	agps	ENSDARG00000042821
zf_xp_gene_3857	agr2	ENSDARG00000070480
zf_xp_gene_3858	agrn	ENSDARG00000079388
zf_xp_gene_3859	agrp	ENSDARG00000069089
zf_xp_gene_3860	agt	ENSDARG00000016412
zf_xp_gene_3861	agtpbp1	ENSDARG00000105214
zf_xp_gene_3862	agtr2	ENSDARG00000035552
zf_xp_gene_3863	agtrap	ENSDARG00000077082
zf_xp_gene_3864	agxt	ENSDARG00000052099
zf_xp_gene_3865	agxt	ENSDARG00000018478
zf_xp_gene_3866	ahctf1	ENSDARG00000077530
zf_xp_gene_3867	ahcyl1	ENSDARG00000056331
zf_xp_gene_3868	ahdc1	ENSDARG00000093453
zf_xp_gene_3869	ahi1-like	ENSDARG00000044056
zf_xp_gene_3870	ahnak-like	ENSDARG00000102146
zf_xp_gene_3871	aicda	ENSDARG00000015734
zf_xp_gene_3872	aifm1	ENSDARG00000058088
zf_xp_gene_3873	aifm2	ENSDARG00000077549
zf_xp_gene_3874	aip	ENSDARG00000104437
zf_xp_gene_3875	aipl1	ENSDARG00000075067
zf_xp_gene_3876	ajap1	ENSDARG00000038655
zf_xp_gene_3877	ak1	ENSDARG00000012555
zf_xp_gene_3878	ak2	ENSDARG00000005926
zf_xp_gene_3879	ak3	ENSDARG00000058226
zf_xp_gene_3880	ak5	ENSDARG00000012555
zf_xp_gene_3881	akap1-like	ENSDARG00000089802
zf_xp_gene_3882	akap1-like	ENSDARG00000006062
zf_xp_gene_3883	akap10	ENSDARG00000059549
zf_xp_gene_3884	akap11	ENSDARG00000075435
zf_xp_gene_3885	akap17a	ENSDARG00000104768
zf_xp_gene_3886	akap6-like	ENSDARG00000077295
zf_xp_gene_3887	akap9	ENSDARG00000079610
zf_xp_gene_3888	akirin1	ENSDARG00000039969
zf_xp_gene_3889	akirin2	ENSDARG00000058729
zf_xp_gene_3890	akna-like	ENSDARG00000087110
zf_xp_gene_3891	akr1a1	ENSDARG00000052030
zf_xp_gene_3892	akr7a2	ENSDARG00000099728
zf_xp_gene_3893	akr7a2	ENSDARG00000035257
zf_xp_gene_3894	akt1s1	ENSDARG00000074667
zf_xp_gene_3895	aktip	ENSDARG00000026862
zf_xp_gene_3896	alad	ENSDARG00000100372
zf_xp_gene_3897	alas1	ENSDARG00000021059
zf_xp_gene_3898	alcam	ENSDARG00000026531
zf_xp_gene_3899	alcam	ENSDARG00000058538
zf_xp_gene_3900	aldh18a1	ENSDARG00000099579
zf_xp_gene_3901	aldh1a2	ENSDARG00000053493
zf_xp_gene_3902	aldh1a3-like	ENSDARG00000076933
zf_xp_gene_3903	aldh1l1	ENSDARG00000077004
zf_xp_gene_3904	aldh1l2	ENSDARG00000070230
zf_xp_gene_3905	aldh2	ENSDARG00000089924
zf_xp_gene_3906	aldh2	ENSDARG00000028087
zf_xp_gene_3907	aldh3a2	ENSDARG00000074791
zf_xp_gene_3908	aldh5a1	ENSDARG00000076544
zf_xp_gene_3909	aldh7a1	ENSDARG00000018426
zf_xp_gene_3910	aldh8a1	ENSDARG00000036776
zf_xp_gene_3911	aldh9a1	ENSDARG00000069100
zf_xp_gene_3912	aldh9a1	ENSDARG00000055331
zf_xp_gene_3913	alg1	ENSDARG00000054963
zf_xp_gene_3914	alg10	ENSDARG00000053917
zf_xp_gene_3915	alg11	ENSDARG00000031202
zf_xp_gene_3916	alg12	ENSDARG00000041199
zf_xp_gene_3917	alg13	ENSDARG00000054374
zf_xp_gene_3918	alg14-like	ENSDARG00000103093
zf_xp_gene_3919	alg2	ENSDARG00000070399
zf_xp_gene_3920	alg3	ENSDARG00000053155
zf_xp_gene_3921	alg5	ENSDARG00000061235
zf_xp_gene_3922	alg6	ENSDARG00000017617
zf_xp_gene_3923	alg9-like	ENSDARG00000012840
zf_xp_gene_3924	alk-like.1	ENSDARG00000095833
zf_xp_gene_3925	alkbh1	ENSDARG00000071164
zf_xp_gene_3926	alkbh2	ENSDARG00000059856
zf_xp_gene_3927	alkbh4-like	ENSDARG00000052247
zf_xp_gene_3928	alkbh5	ENSDARG00000063003
zf_xp_gene_3929	alkbh6	ENSDARG00000077253
zf_xp_gene_3930	alkbh7-like	ENSDARG00000037906
zf_xp_gene_3931	alkbh8	ENSDARG00000060256
zf_xp_gene_3932	allc	ENSDARG00000042562
zf_xp_gene_3933	alms1-like	ENSDARG00000074779
zf_xp_gene_3934	alox5-like	ENSDARG00000057273
zf_xp_gene_3935	alox5ap	ENSDARG00000054755
zf_xp_gene_3936	alpk2	ENSDARG00000079637
zf_xp_gene_3937	als2-like	ENSDARG00000075111
zf_xp_gene_3938	als2-like	ENSDARG00000076924
zf_xp_gene_3939	alx1	ENSDARG00000062824
zf_xp_gene_3940	alx4	ENSDARG00000088332
zf_xp_gene_3941	alx4	ENSDARG00000074442
zf_xp_gene_3942	amacr	ENSDARG00000057435
zf_xp_gene_3943	ambra1-like	ENSDARG00000039878
zf_xp_gene_3944	ambra1-like	ENSDARG00000008322
zf_xp_gene_3945	amd1	ENSDARG00000043856
zf_xp_gene_3946	amdhd1	ENSDARG00000007366
zf_xp_gene_3947	amdhd2	ENSDARG00000100376
zf_xp_gene_3948	amer1	ENSDARG00000079624
zf_xp_gene_3949	amer2	ENSDARG00000075222
zf_xp_gene_3950	amfr	ENSDARG00000105578
zf_xp_gene_3951	amh	ENSDARG00000014357
zf_xp_gene_3952	amhr2	ENSDARG00000011941
zf_xp_gene_3953	amhr2	ENSDARG00000020057
zf_xp_gene_3954	amigo1	ENSDARG00000079620
zf_xp_gene_3955	amigo3	ENSDARG00000074469
zf_xp_gene_3956	ammecr1	ENSDARG00000012892
zf_xp_gene_3957	amn	ENSDARG00000062947
zf_xp_gene_3958	amot	ENSDARG00000078335
zf_xp_gene_3959	amotl2-like	ENSDARG00000061948
zf_xp_gene_3960	amotl2-like	ENSDARG00000061923
zf_xp_gene_3961	ampd1	ENSDARG00000033832
zf_xp_gene_3962	ampd2-like	ENSDARG00000029952
zf_xp_gene_3963	ampd3	ENSDARG00000005800
zf_xp_gene_3964	ampd3	ENSDARG00000032469
zf_xp_gene_3965	amph	ENSDARG00000007663
zf_xp_gene_3966	amt	ENSDARG00000010862
zf_xp_gene_3967	anapc1	ENSDARG00000075687
zf_xp_gene_3968	anapc10	ENSDARG00000090152
zf_xp_gene_3969	anapc15	ENSDARG00000101285
zf_xp_gene_3970	anapc16	ENSDARG00000013822
zf_xp_gene_3971	anapc4	ENSDARG00000032237
zf_xp_gene_3972	anapc5	ENSDARG00000008461
zf_xp_gene_3973	anapc7	ENSDARG00000063005
zf_xp_gene_3974	angel1	ENSDARG00000077567
zf_xp_gene_3975	angpt1	ENSDARG00000030364
zf_xp_gene_3976	angpt2	ENSDARG00000014946
zf_xp_gene_3977	angptl1	ENSDARG00000012071
zf_xp_gene_3978	angptl1	ENSDARG00000100159
zf_xp_gene_3979	angptl4	ENSDARG00000035859
zf_xp_gene_3980	angptl5	ENSDARG00000056630
zf_xp_gene_3981	angptl7	ENSDARG00000027582
zf_xp_gene_3982	ank1	ENSDARG00000074777
zf_xp_gene_3983	ank2	ENSDARG00000043313
zf_xp_gene_3984	ank3	ENSDARG00000061736
zf_xp_gene_3985	ankar	ENSDARG00000000516
zf_xp_gene_3986	ankdd1a-like	ENSDARG00000098647
zf_xp_gene_3987	ankdd1b	ENSDARG00000025866
zf_xp_gene_3988	ankfn1-like	ENSDARG00000060941
zf_xp_gene_3989	ankfy1	ENSDARG00000061013
zf_xp_gene_3990	ankh	ENSDARG00000014969
zf_xp_gene_3991	ankh	ENSDARG00000071724
zf_xp_gene_3992	ankhd1	ENSDARG00000077860
zf_xp_gene_3993	ankib1	ENSDARG00000076829
zf_xp_gene_3994	ankk1	ENSDARG00000056921
zf_xp_gene_3995	ankle2-like	ENSDARG00000035607
zf_xp_gene_3996	ankmy2-like	ENSDARG00000093668
zf_xp_gene_3997	ankmy2-like	ENSDARG00000005948
zf_xp_gene_3998	ankra2	ENSDARG00000035399
zf_xp_gene_3999	ankrd1	ENSDARG00000076192
zf_xp_gene_4000	ankrd1	ENSDARG00000075263
zf_xp_gene_4001	ankrd10	ENSDARG00000037100
zf_xp_gene_4002	ankrd10	ENSDARG00000004771
zf_xp_gene_4003	ankrd11-like	ENSDARG00000051886
zf_xp_gene_4004	ankrd12	ENSDARG00000052419
zf_xp_gene_4005	ankrd13a	ENSDARG00000061901
zf_xp_gene_4006	ankrd13b	ENSDARG00000014652
zf_xp_gene_4007	ankrd13c	ENSDARG00000103831
zf_xp_gene_4008	ankrd16-like	ENSDARG00000003822
zf_xp_gene_4009	ankrd2	ENSDARG00000002722
zf_xp_gene_4010	ankrd22	ENSDARG00000002298
zf_xp_gene_4011	ankrd27-like	ENSDARG00000089207
zf_xp_gene_4012	ankrd28-like	ENSDARG00000009023
zf_xp_gene_4013	ankrd29-like	ENSDARG00000057159
zf_xp_gene_4014	ankrd32	ENSDARG00000102118
zf_xp_gene_4015	ankrd34b	ENSDARG00000077086
zf_xp_gene_4016	ankrd34b	ENSDARG00000061641
zf_xp_gene_4017	ankrd37	ENSDARG00000056376
zf_xp_gene_4018	ankrd40	ENSDARG00000076490
zf_xp_gene_4019	ankrd46	ENSDARG00000015780
zf_xp_gene_4020	ankrd46	ENSDARG00000044328
zf_xp_gene_4021	ankrd50	ENSDARG00000079065
zf_xp_gene_4022	ankrd50	ENSDARG00000045666
zf_xp_gene_4023	ankrd52	ENSDARG00000036826
zf_xp_gene_4024	ankrd54	ENSDARG00000055743
zf_xp_gene_4025	ankrd55	ENSDARG00000099182
zf_xp_gene_4026	ankrd6	ENSDARG00000057790
zf_xp_gene_4027	ankrd6	ENSDARG00000029370
zf_xp_gene_4028	ankrd66	ENSDARG00000090489
zf_xp_gene_4029	ankrd7	ENSDARG00000099768
zf_xp_gene_4030	ankrd9	ENSDARG00000028804
zf_xp_gene_4031	anks1a	ENSDARG00000062396
zf_xp_gene_4032	anks1a	ENSDARG00000078901
zf_xp_gene_4033	anks3-like	ENSDARG00000038557
zf_xp_gene_4034	anks4b	ENSDARG00000036846
zf_xp_gene_4035	ankzf1	ENSDARG00000041904
zf_xp_gene_4036	anln-like.1	ENSDARG00000060917
zf_xp_gene_4037	anln-like.2	ENSDARG00000060917
zf_xp_gene_4038	ano3	ENSDARG00000058015
zf_xp_gene_4039	ano5	ENSDARG00000015731
zf_xp_gene_4040	ano5	ENSDARG00000036147
zf_xp_gene_4041	ano6	ENSDARG00000061544
zf_xp_gene_4042	ano8-like	ENSDARG00000077229
zf_xp_gene_4043	ano8-like	ENSDARG00000076265
zf_xp_gene_4044	anp32a	ENSDARG00000006487
zf_xp_gene_4045	anp32b	ENSDARG00000023330
zf_xp_gene_4046	anp32c	ENSDARG00000023330
zf_xp_gene_4047	anp32e	ENSDARG00000054804
zf_xp_gene_4048	anpep	ENSDARG00000103878
zf_xp_gene_4049	antxr1	ENSDARG00000025672
zf_xp_gene_4050	antxr1	ENSDARG00000074075
zf_xp_gene_4051	antxr2	ENSDARG00000063011
zf_xp_gene_4052	antxr2	ENSDARG00000104118
zf_xp_gene_4053	anxa10	ENSDARG00000100104
zf_xp_gene_4054	anxa11	ENSDARG00000077383
zf_xp_gene_4055	anxa11	ENSDARG00000002632
zf_xp_gene_4056	anxa13	ENSDARG00000100104
zf_xp_gene_4057	anxa13	ENSDARG00000013613
zf_xp_gene_4058	anxa3	ENSDARG00000009196
zf_xp_gene_4059	anxa3	ENSDARG00000044254
zf_xp_gene_4060	anxa8	ENSDARG00000104359
zf_xp_gene_4061	anxa8	ENSDARG00000100095
zf_xp_gene_4062	anxa8	ENSDARG00000026726
zf_xp_gene_4063	anxa9	ENSDARG00000053625
zf_xp_gene_4064	anxa9	ENSDARG00000003216
zf_xp_gene_4065	aoc3	ENSDARG00000014646
zf_xp_gene_4066	aox1	ENSDARG00000020054
zf_xp_gene_4067	ap1b1	ENSDARG00000020621
zf_xp_gene_4068	ap1g2	ENSDARG00000102394
zf_xp_gene_4069	ap1m1	ENSDARG00000096249
zf_xp_gene_4070	ap1s2	ENSDARG00000098990
zf_xp_gene_4071	ap1s2	ENSDARG00000058504
zf_xp_gene_4072	ap2a1	ENSDARG00000054320
zf_xp_gene_4073	ap2b1	ENSDARG00000035152
zf_xp_gene_4074	ap2s1	ENSDARG00000026967
zf_xp_gene_4075	ap3d1	ENSDARG00000071424
zf_xp_gene_4076	ap3m2	ENSDARG00000016128
zf_xp_gene_4077	ap3s2	ENSDARG00000039882
zf_xp_gene_4078	ap4b1	ENSDARG00000013726
zf_xp_gene_4079	ap4e1	ENSDARG00000103684
zf_xp_gene_4080	ap4m1	ENSDARG00000056871
zf_xp_gene_4081	ap4s1	ENSDARG00000054220
zf_xp_gene_4082	ap5m1	ENSDARG00000031533
zf_xp_gene_4083	apaf1	ENSDARG00000021239
zf_xp_gene_4084	apba1-like	ENSDARG00000103848
zf_xp_gene_4085	apba1-like	ENSDARG00000074328
zf_xp_gene_4086	apba2-like	ENSDARG00000063314
zf_xp_gene_4087	apba2-like	ENSDARG00000060639
zf_xp_gene_4088	apba3-like	ENSDARG00000090675
zf_xp_gene_4089	apbb1ip	ENSDARG00000016505
zf_xp_gene_4090	apbb2	ENSDARG00000099995
zf_xp_gene_4091	apc	ENSDARG00000058868
zf_xp_gene_4092	apc2	ENSDARG00000063007
zf_xp_gene_4093	apcdd1	ENSDARG00000098203
zf_xp_gene_4094	apeh	ENSDARG00000008703
zf_xp_gene_4095	apex1	ENSDARG00000045843
zf_xp_gene_4096	apex2	ENSDARG00000008472
zf_xp_gene_4097	apip	ENSDARG00000003132
zf_xp_gene_4098	aplf	ENSDARG00000096566
zf_xp_gene_4099	apln	ENSDARG00000053279
zf_xp_gene_4100	aplnr	ENSDARG00000036670
zf_xp_gene_4101	aplnr	ENSDARG00000002172
zf_xp_gene_4102	aplp1	ENSDARG00000098368
zf_xp_gene_4103	apmap-like	ENSDARG00000017422
zf_xp_gene_4104	apoa1	ENSDARG00000101324
zf_xp_gene_4105	apoa1	ENSDARG00000012076
zf_xp_gene_4106	apob	ENSDARG00000075016
zf_xp_gene_4107	apob	ENSDARG00000022767
zf_xp_gene_4108	apob	ENSDARG00000042780
zf_xp_gene_4109	apoc1-like	ENSDARG00000092170
zf_xp_gene_4110	apoe	ENSDARG00000040295
zf_xp_gene_4111	apoe	ENSDARG00000102004
zf_xp_gene_4112	apoo	ENSDARG00000026444
zf_xp_gene_4113	apoo	ENSDARG00000104696
zf_xp_gene_4114	appbp2	ENSDARG00000007566
zf_xp_gene_4115	aqp1	ENSDARG00000091027
zf_xp_gene_4116	aqp1	ENSDARG00000023713
zf_xp_gene_4117	aqp10	ENSDARG00000058678
zf_xp_gene_4118	aqp10	ENSDARG00000071592
zf_xp_gene_4119	aqp10	ENSDARG00000089749
zf_xp_gene_4120	aqp10	ENSDARG00000007086
zf_xp_gene_4121	aqp12a	ENSDARG00000043279
zf_xp_gene_4122	aqp3	ENSDARG00000069518
zf_xp_gene_4123	aqp3	ENSDARG00000003808
zf_xp_gene_4124	aqp4	ENSDARG00000010565
zf_xp_gene_4125	aqp5	ENSDARG00000058678
zf_xp_gene_4126	aqp5	ENSDARG00000007086
zf_xp_gene_4127	aqp7	ENSDARG00000026787
zf_xp_gene_4128	aqp8	ENSDARG00000045141
zf_xp_gene_4129	aqp9	ENSDARG00000058678
zf_xp_gene_4130	aqp9	ENSDARG00000007086
zf_xp_gene_4131	aqr	ENSDARG00000016775
zf_xp_gene_4132	arap3	ENSDARG00000076801
zf_xp_gene_4133	arcn1	ENSDARG00000002792
zf_xp_gene_4134	arcn1	ENSDARG00000031214
zf_xp_gene_4135	arel1	ENSDARG00000100359
zf_xp_gene_4136	arf1	ENSDARG00000014763
zf_xp_gene_4137	arf3	ENSDARG00000036998
zf_xp_gene_4138	arf3	ENSDARG00000070539
zf_xp_gene_4139	arf5	ENSDARG00000014763
zf_xp_gene_4140	arfgap1	ENSDARG00000101616
zf_xp_gene_4141	arfgap2	ENSDARG00000067601
zf_xp_gene_4142	arfgap3	ENSDARG00000097583
zf_xp_gene_4143	arfgef1	ENSDARG00000063474
zf_xp_gene_4144	arfgef2-like	ENSDARG00000074702
zf_xp_gene_4145	arfip2	ENSDARG00000059244
zf_xp_gene_4146	arfip2	ENSDARG00000056664
zf_xp_gene_4147	arg1	ENSDARG00000057429
zf_xp_gene_4148	arglu1	ENSDARG00000019223
zf_xp_gene_4149	arglu1	ENSDARG00000018319
zf_xp_gene_4150	arhgap1	ENSDARG00000024324
zf_xp_gene_4151	arhgap10	ENSDARG00000078326
zf_xp_gene_4152	arhgap12-like	ENSDARG00000008548
zf_xp_gene_4153	arhgap12-like	ENSDARG00000026482
zf_xp_gene_4154	arhgap17-like	ENSDARG00000020488
zf_xp_gene_4155	arhgap17-like	ENSDARG00000062263
zf_xp_gene_4156	arhgap17-like	ENSDARG00000092455
zf_xp_gene_4157	arhgap19-like	ENSDARG00000083189
zf_xp_gene_4158	arhgap21	ENSDARG00000075673
zf_xp_gene_4159	arhgap21	ENSDARG00000104295
zf_xp_gene_4160	arhgap23	ENSDARG00000052950
zf_xp_gene_4161	arhgap24-like	ENSDARG00000100973
zf_xp_gene_4162	arhgap27-like	ENSDARG00000104255
zf_xp_gene_4163	arhgap27-like	ENSDARG00000061798
zf_xp_gene_4164	arhgap28-like	ENSDARG00000101350
zf_xp_gene_4165	arhgap31	ENSDARG00000059472
zf_xp_gene_4166	arhgap32-like	ENSDARG00000074184
zf_xp_gene_4167	arhgap4	ENSDARG00000060309
zf_xp_gene_4168	arhgap42	ENSDARG00000056619
zf_xp_gene_4169	arhgap6	ENSDARG00000111170
zf_xp_gene_4170	arhgdia	ENSDARG00000043795
zf_xp_gene_4171	arhgef11-like	ENSDARG00000052482
zf_xp_gene_4172	arhgef16	ENSDARG00000077114
zf_xp_gene_4173	arhgef17	ENSDARG00000101644
zf_xp_gene_4174	arhgef18-like	ENSDARG00000011157
zf_xp_gene_4175	arhgef18-like	ENSDARG00000042308
zf_xp_gene_4176	arhgef28-like	ENSDARG00000060415
zf_xp_gene_4177	arhgef38	ENSDARG00000079377
zf_xp_gene_4178	arhgef6	ENSDARG00000006683
zf_xp_gene_4179	arhgef7-like	ENSDARG00000073848
zf_xp_gene_4180	arhgef9	ENSDARG00000078624
zf_xp_gene_4181	arid1a	ENSDARG00000101891
zf_xp_gene_4182	arid1a	ENSDARG00000101710
zf_xp_gene_4183	arid1b	ENSDARG00000092503
zf_xp_gene_4184	arid2-like	ENSDARG00000007413
zf_xp_gene_4185	arid3a	ENSDARG00000070843
zf_xp_gene_4186	arid4a	ENSDARG00000043873
zf_xp_gene_4187	arid4b	ENSDARG00000090656
zf_xp_gene_4188	arih1	ENSDARG00000036870
zf_xp_gene_4189	arih1	ENSDARG00000003616
zf_xp_gene_4190	arih2	ENSDARG00000012848
zf_xp_gene_4191	arl1	ENSDARG00000101680
zf_xp_gene_4192	arl10	ENSDARG00000117130
zf_xp_gene_4193	arl13b	ENSDARG00000012763
zf_xp_gene_4194	arl14ep	ENSDARG00000001210
zf_xp_gene_4195	arl14epl-like	ENSDARG00000070458
zf_xp_gene_4196	arl14epl-like	ENSDARG00000076437
zf_xp_gene_4197	arl14epl-like	ENSDARG00000076082
zf_xp_gene_4198	arl2	ENSDARG00000069496
zf_xp_gene_4199	arl2bp	ENSDARG00000025383
zf_xp_gene_4200	arl6	ENSDARG00000032056
zf_xp_gene_4201	arl6ip1	ENSDARG00000054578
zf_xp_gene_4202	arl6ip4	ENSDARG00000105036
zf_xp_gene_4203	arl6ip5	ENSDARG00000077044
zf_xp_gene_4204	arl6ip5	ENSDARG00000016238
zf_xp_gene_4205	arl6ip6-like	ENSDARG00000071013
zf_xp_gene_4206	arl8a	ENSDARG00000078686
zf_xp_gene_4207	arl8b	ENSDARG00000006915
zf_xp_gene_4208	arl8b	ENSDARG00000070318
zf_xp_gene_4209	arl9	ENSDARG00000071881
zf_xp_gene_4210	armc1	ENSDARG00000013861
zf_xp_gene_4211	armc2	ENSDARG00000022660
zf_xp_gene_4212	armc3	ENSDARG00000074708
zf_xp_gene_4213	armc4	ENSDARG00000055128
zf_xp_gene_4214	armc6	ENSDARG00000103770
zf_xp_gene_4215	armc8	ENSDARG00000062258
zf_xp_gene_4216	armc9	ENSDARG00000087299
zf_xp_gene_4217	arnt	ENSDARG00000021855
zf_xp_gene_4218	arnt2	ENSDARG00000103697
zf_xp_gene_4219	arpc1a	ENSDARG00000008383
zf_xp_gene_4220	arpc1b	ENSDARG00000027063
zf_xp_gene_4221	arpc4	ENSDARG00000058225
zf_xp_gene_4222	arpc4	ENSDARG00000054063
zf_xp_gene_4223	arpin	ENSDARG00000041085
zf_xp_gene_4224	arpp19	ENSDARG00000032532
zf_xp_gene_4225	arpp19	ENSDARG00000039880
zf_xp_gene_4226	arr3	ENSDARG00000056511
zf_xp_gene_4227	arr3	ENSDARG00000098475
zf_xp_gene_4228	arrdc3	ENSDARG00000036028
zf_xp_gene_4229	arrdc3	ENSDARG00000052690
zf_xp_gene_4230	arsd	ENSDARG00000002299
zf_xp_gene_4231	arsg-like	ENSDARG00000101715
zf_xp_gene_4232	arsj	ENSDARG00000077590
zf_xp_gene_4233	arv1	ENSDARG00000074757
zf_xp_gene_4234	arvcf	ENSDARG00000074329
zf_xp_gene_4235	arvcf	ENSDARG00000061688
zf_xp_gene_4236	asah1	ENSDARG00000034817
zf_xp_gene_4237	asah1	ENSDARG00000037091
zf_xp_gene_4238	asah2	ENSDARG00000012829
zf_xp_gene_4239	asap1	ENSDARG00000039729
zf_xp_gene_4240	asap1	ENSDARG00000029463
zf_xp_gene_4241	asap2-like	ENSDARG00000010181
zf_xp_gene_4242	asb14	ENSDARG00000087741
zf_xp_gene_4243	asb15	ENSDARG00000045633
zf_xp_gene_4244	asb15	ENSDARG00000045863
zf_xp_gene_4245	asb16	ENSDARG00000056468
zf_xp_gene_4246	asb2-like	ENSDARG00000102490
zf_xp_gene_4247	asb3	ENSDARG00000005246
zf_xp_gene_4248	asb4	ENSDARG00000034988
zf_xp_gene_4249	asb6	ENSDARG00000007125
zf_xp_gene_4250	asb7	ENSDARG00000006494
zf_xp_gene_4251	ascc1	ENSDARG00000077760
zf_xp_gene_4252	ascc2	ENSDARG00000013058
zf_xp_gene_4253	ascl1	ENSDARG00000038386
zf_xp_gene_4254	asf1b	ENSDARG00000043713
zf_xp_gene_4255	asf1b	ENSDARG00000101037
zf_xp_gene_4256	ash1l	ENSDARG00000070981
zf_xp_gene_4257	asic1-like.1	ENSDARG00000008329
zf_xp_gene_4258	asic1-like.2	ENSDARG00000008329
zf_xp_gene_4259	asic2-like.1	ENSDARG00000006849
zf_xp_gene_4260	asic2-like.2	ENSDARG00000006849
zf_xp_gene_4261	asip	ENSDARG00000077858
zf_xp_gene_4262	asl	ENSDARG00000033361
zf_xp_gene_4263	asmt	ENSDARG00000098249
zf_xp_gene_4264	asmtl	ENSDARG00000021433
zf_xp_gene_4265	asns	ENSDARG00000016375
zf_xp_gene_4266	asnsd1-like	ENSDARG00000000540
zf_xp_gene_4267	aspa	ENSDARG00000005154
zf_xp_gene_4268	asphd2	ENSDARG00000059629
