mm_zf_gene	zf_gene	mm_gene
mm_zf_gene_4367	ENSDARG00000023771	ENSMUSG00000033676
mm_zf_gene_4368	ENSDARG00000059763	ENSMUSG00000029054
mm_zf_gene_4369	ENSDARG00000101995	ENSMUSG00000001260
mm_zf_gene_4370	ENSDARG00000053665	ENSMUSG00000020436
mm_zf_gene_4371	ENSDARG00000043902	ENSMUSG00000028280
mm_zf_gene_4372	ENSDARG00000052982	ENSMUSG00000023267
mm_zf_gene_4373	ENSDARG00000014057	ENSMUSG00000023267
mm_zf_gene_4374	ENSDARG00000027153	ENSMUSG00000074991
mm_zf_gene_4375	ENSDARG00000093411	ENSMUSG00000070880
mm_zf_gene_4376	ENSDARG00000027419	ENSMUSG00000070880
mm_zf_gene_4377	ENSDARG00000015537	ENSMUSG00000026787
mm_zf_gene_4378	ENSDARG00000043581	ENSMUSG00000036390
mm_zf_gene_4379	ENSDARG00000104571	ENSMUSG00000036390
mm_zf_gene_4380	ENSDARG00000027744	ENSMUSG00000015312
mm_zf_gene_4381	ENSDARG00000013576	ENSMUSG00000015312
mm_zf_gene_4382	ENSDARG00000019417	ENSMUSG00000021453
mm_zf_gene_4383	ENSDARG00000016725	ENSMUSG00000021453
mm_zf_gene_4384	ENSDARG00000039338	ENSMUSG00000033751
mm_zf_gene_4385	ENSDARG00000090654	ENSMUSG00000062234
mm_zf_gene_4386	ENSDARG00000062711	ENSMUSG00000049721
mm_zf_gene_4387	ENSDARG00000073728	ENSMUSG00000047658
mm_zf_gene_4388	ENSDARG00000079712	ENSMUSG00000075593
mm_zf_gene_4389	ENSDARG00000037064	ENSMUSG00000021003
mm_zf_gene_4390	ENSDARG00000016474	ENSMUSG00000021003
mm_zf_gene_4391	ENSDARG00000002401	ENSMUSG00000028671
mm_zf_gene_4392	ENSDARG00000028088	ENSMUSG00000020766
mm_zf_gene_4393	ENSDARG00000004059	ENSMUSG00000027207
mm_zf_gene_4394	ENSDARG00000057630	ENSMUSG00000035473
mm_zf_gene_4395	ENSDARG00000091377	ENSMUSG00000024907
mm_zf_gene_4396	ENSDARG00000051853	ENSMUSG00000015027
mm_zf_gene_4397	ENSDARG00000061335	ENSMUSG00000000420
mm_zf_gene_4398	ENSDARG00000055490	ENSMUSG00000039774
mm_zf_gene_4399	ENSDARG00000099227	ENSMUSG00000060988
mm_zf_gene_4400	ENSDARG00000023448	ENSMUSG00000024064
mm_zf_gene_4401	ENSDARG00000053190	ENSMUSG00000021130
mm_zf_gene_4402	ENSDARG00000100889	ENSMUSG00000038296
mm_zf_gene_4403	ENSDARG00000059438	ENSMUSG00000038296
mm_zf_gene_4404	ENSDARG00000003829	ENSMUSG00000089704
mm_zf_gene_4405	ENSDARG00000003829	ENSMUSG00000092329
mm_zf_gene_4406	ENSDARG00000057303	ENSMUSG00000031608
mm_zf_gene_4407	ENSDARG00000006832	ENSMUSG00000033316
mm_zf_gene_4408	ENSDARG00000005522	ENSMUSG00000024553
mm_zf_gene_4409	ENSDARG00000020853	ENSMUSG00000020793
mm_zf_gene_4410	ENSDARG00000069543	ENSMUSG00000036073
mm_zf_gene_4411	ENSDARG00000070844	ENSMUSG00000020150
mm_zf_gene_4412	ENSDARG00000099744	ENSMUSG00000047261
mm_zf_gene_4413	ENSDARG00000043457	ENSMUSG00000057666
mm_zf_gene_4414	ENSDARG00000043457	ENSMUSG00000097148
mm_zf_gene_4415	ENSDARG00000043457	ENSMUSG00000081607
mm_zf_gene_4416	ENSDARG00000043457	ENSMUSG00000110469
mm_zf_gene_4417	ENSDARG00000039914	ENSMUSG00000061099
mm_zf_gene_4418	ENSDARG00000090183	ENSMUSG00000026867
mm_zf_gene_4419	ENSDARG00000076526	ENSMUSG00000028010
mm_zf_gene_4420	ENSDARG00000017242	ENSMUSG00000042680
mm_zf_gene_4421	ENSDARG00000073933	ENSMUSG00000044576
mm_zf_gene_4422	ENSDARG00000059070	ENSMUSG00000029777
mm_zf_gene_4423	ENSDARG00000101089	ENSMUSG00000022962
mm_zf_gene_4424	ENSDARG00000077298	ENSMUSG00000052957
mm_zf_gene_4425	ENSDARG00000067984	ENSMUSG00000052957
mm_zf_gene_4426	ENSDARG00000036152	ENSMUSG00000030498
mm_zf_gene_4427	ENSDARG00000078803	ENSMUSG00000034201
mm_zf_gene_4428	ENSDARG00000045880	ENSMUSG00000074802
mm_zf_gene_4429	ENSDARG00000007804	ENSMUSG00000031451
mm_zf_gene_4430	ENSDARG00000074443	ENSMUSG00000033066
mm_zf_gene_4431	ENSDARG00000101431	ENSMUSG00000040220
mm_zf_gene_4432	ENSDARG00000059327	ENSMUSG00000015053
mm_zf_gene_4433	ENSDARG00000016526	ENSMUSG00000015619
mm_zf_gene_4434	ENSDARG00000098952	ENSMUSG00000021944
mm_zf_gene_4435	ENSDARG00000017821	ENSMUSG00000015627
mm_zf_gene_4436	ENSDARG00000103589	ENSMUSG00000005836
mm_zf_gene_4437	ENSDARG00000027612	ENSMUSG00000007415
mm_zf_gene_4438	ENSDARG00000006192	ENSMUSG00000036180
mm_zf_gene_4439	ENSDARG00000005834	ENSMUSG00000042390
mm_zf_gene_4440	ENSDARG00000037309	ENSMUSG00000028085
mm_zf_gene_4441	ENSDARG00000036239	ENSMUSG00000027199
mm_zf_gene_4442	ENSDARG00000086753	ENSMUSG00000039195
mm_zf_gene_4443	ENSDARG00000076058	ENSMUSG00000028048
mm_zf_gene_4444	ENSDARG00000061472	ENSMUSG00000028467
mm_zf_gene_4445	ENSDARG00000025275	ENSMUSG00000026829
mm_zf_gene_4446	ENSDARG00000092718	ENSMUSG00000026829
mm_zf_gene_4447	ENSDARG00000068503	ENSMUSG00000026829
mm_zf_gene_4448	ENSDARG00000038669	ENSMUSG00000040264
mm_zf_gene_4449	ENSDARG00000038669	ENSMUSG00000028270
mm_zf_gene_4450	ENSDARG00000071418	ENSMUSG00000067724
mm_zf_gene_4451	ENSDARG00000002933	ENSMUSG00000034486
mm_zf_gene_4452	ENSDARG00000089310	ENSMUSG00000035540
mm_zf_gene_4453	ENSDARG00000005643	ENSMUSG00000006378
mm_zf_gene_4454	ENSDARG00000045541	ENSMUSG00000029708
mm_zf_gene_4455	ENSDARG00000037057	ENSMUSG00000003809
mm_zf_gene_4456	ENSDARG00000098831	ENSMUSG00000003809
mm_zf_gene_4457	ENSDARG00000079020	ENSMUSG00000035125
mm_zf_gene_4458	ENSDARG00000079296	ENSMUSG00000000394
mm_zf_gene_4459	ENSDARG00000040907	ENSMUSG00000000394
mm_zf_gene_4460	ENSDARG00000070453	ENSMUSG00000037580
mm_zf_gene_4461	ENSDARG00000098588	ENSMUSG00000046814
mm_zf_gene_4462	ENSDARG00000068006	ENSMUSG00000041798
mm_zf_gene_4463	ENSDARG00000013095	ENSMUSG00000032350
mm_zf_gene_4464	ENSDARG00000018953	ENSMUSG00000028124
mm_zf_gene_4465	ENSDARG00000045413	ENSMUSG00000021362
mm_zf_gene_4466	ENSDARG00000060471	ENSMUSG00000032226
mm_zf_gene_4467	ENSDARG00000035198	ENSMUSG00000091387
mm_zf_gene_4468	ENSDARG00000077550	ENSMUSG00000091387
mm_zf_gene_4469	ENSDARG00000040608	ENSMUSG00000074569
mm_zf_gene_4470	ENSDARG00000002986	ENSMUSG00000058624
mm_zf_gene_4471	ENSDARG00000058601	ENSMUSG00000025777
mm_zf_gene_4472	ENSDARG00000028628	ENSMUSG00000017943
mm_zf_gene_4473	ENSDARG00000021569	ENSMUSG00000027865
mm_zf_gene_4474	ENSDARG00000055108	ENSMUSG00000033917
mm_zf_gene_4475	ENSDARG00000095378	ENSMUSG00000021943
mm_zf_gene_4476	ENSDARG00000059173	ENSMUSG00000072625
mm_zf_gene_4477	ENSDARG00000002760	ENSMUSG00000038259
mm_zf_gene_4478	ENSDARG00000053479	ENSMUSG00000037660
mm_zf_gene_4479	ENSDARG00000005510	ENSMUSG00000037660
mm_zf_gene_4480	ENSDARG00000042784	ENSMUSG00000037660
mm_zf_gene_4481	ENSDARG00000003229	ENSMUSG00000018238
mm_zf_gene_4482	ENSDARG00000056122	ENSMUSG00000015291
mm_zf_gene_4483	ENSDARG00000039959	ENSMUSG00000022144
mm_zf_gene_4484	ENSDARG00000017261	ENSMUSG00000061666
mm_zf_gene_4485	ENSDARG00000073870	ENSMUSG00000019359
mm_zf_gene_4486	ENSDARG00000074466	ENSMUSG00000030703
mm_zf_gene_4487	ENSDARG00000006944	ENSMUSG00000030703
mm_zf_gene_4488	ENSDARG00000102447	ENSMUSG00000035582
mm_zf_gene_4489	ENSDARG00000079293	ENSMUSG00000035582
mm_zf_gene_4490	ENSDARG00000029112	ENSMUSG00000028214
mm_zf_gene_4491	ENSDARG00000015638	ENSMUSG00000060121
mm_zf_gene_4492	ENSDARG00000041252	ENSMUSG00000049396
mm_zf_gene_4493	ENSDARG00000079257	ENSMUSG00000037275
mm_zf_gene_4494	ENSDARG00000105394	ENSMUSG00000055760
mm_zf_gene_4495	ENSDARG00000041011	ENSMUSG00000044709
mm_zf_gene_4496	ENSDARG00000053496	ENSMUSG00000040621
mm_zf_gene_4497	ENSDARG00000024398	ENSMUSG00000025858
mm_zf_gene_4498	ENSDARG00000025301	ENSMUSG00000020932
mm_zf_gene_4499	ENSDARG00000070061	ENSMUSG00000040888
mm_zf_gene_4500	ENSDARG00000044457	ENSMUSG00000029275
mm_zf_gene_4501	ENSDARG00000079947	ENSMUSG00000026815
mm_zf_gene_4502	ENSDARG00000063624	ENSMUSG00000027774
mm_zf_gene_4503	ENSDARG00000005561	ENSMUSG00000021666
mm_zf_gene_4504	ENSDARG00000061145	ENSMUSG00000013150
mm_zf_gene_4505	ENSDARG00000057465	ENSMUSG00000029992
mm_zf_gene_4506	ENSDARG00000044094	ENSMUSG00000020363
mm_zf_gene_4507	ENSDARG00000099732	ENSMUSG00000025089
mm_zf_gene_4508	ENSDARG00000102564	ENSMUSG00000025089
mm_zf_gene_4509	ENSDARG00000042723	ENSMUSG00000022103
mm_zf_gene_4510	ENSDARG00000087704	ENSMUSG00000024366
mm_zf_gene_4511	ENSDARG00000056651	ENSMUSG00000027316
mm_zf_gene_4512	ENSDARG00000089709	ENSMUSG00000059383
mm_zf_gene_4513	ENSDARG00000038537	ENSMUSG00000033128
mm_zf_gene_4514	ENSDARG00000070581	ENSMUSG00000041625
mm_zf_gene_4515	ENSDARG00000038248	ENSMUSG00000041625
mm_zf_gene_4516	ENSDARG00000070579	ENSMUSG00000041625
mm_zf_gene_4517	ENSDARG00000005085	ENSMUSG00000002797
mm_zf_gene_4518	ENSDARG00000067805	ENSMUSG00000053460
mm_zf_gene_4519	ENSDARG00000037176	ENSMUSG00000073987
mm_zf_gene_4520	ENSDARG00000055086	ENSMUSG00000020530
mm_zf_gene_4521	ENSDARG00000023627	ENSMUSG00000021302
mm_zf_gene_4522	ENSDARG00000023526	ENSMUSG00000006345
mm_zf_gene_4523	ENSDARG00000018342	ENSMUSG00000006345
mm_zf_gene_4524	ENSDARG00000087054	ENSMUSG00000006345
mm_zf_gene_4525	ENSDARG00000052045	ENSMUSG00000006344
mm_zf_gene_4526	ENSDARG00000038185	ENSMUSG00000020713
mm_zf_gene_4527	ENSDARG00000055569	ENSMUSG00000017747
mm_zf_gene_4528	ENSDARG00000069481	ENSMUSG00000027643
mm_zf_gene_4529	ENSDARG00000095788	ENSMUSG00000004654
mm_zf_gene_4530	ENSDARG00000056230	ENSMUSG00000051136
mm_zf_gene_4531	ENSDARG00000057117	ENSMUSG00000051136
mm_zf_gene_4532	ENSDARG00000022768	ENSMUSG00000027573
mm_zf_gene_4533	ENSDARG00000037589	ENSMUSG00000027573
mm_zf_gene_4534	ENSDARG00000007624	ENSMUSG00000027454
mm_zf_gene_4535	ENSDARG00000002304	ENSMUSG00000031821
mm_zf_gene_4536	ENSDARG00000038847	ENSMUSG00000031669
mm_zf_gene_4537	ENSDARG00000016044	ENSMUSG00000031546
mm_zf_gene_4538	ENSDARG00000071306	ENSMUSG00000014351
mm_zf_gene_4539	ENSDARG00000104483	ENSMUSG00000019433
mm_zf_gene_4540	ENSDARG00000009488	ENSMUSG00000039131
mm_zf_gene_4541	ENSDARG00000053074	ENSMUSG00000034872
mm_zf_gene_4542	ENSDARG00000025478	ENSMUSG00000025127
mm_zf_gene_4543	ENSDARG00000039489	ENSMUSG00000011877
mm_zf_gene_4544	ENSDARG00000061915	ENSMUSG00000041890
mm_zf_gene_4545	ENSDARG00000021889	ENSMUSG00000048582
mm_zf_gene_4546	ENSDARG00000062864	ENSMUSG00000041440
mm_zf_gene_4547	ENSDARG00000068123	ENSMUSG00000021552
mm_zf_gene_4548	ENSDARG00000036155	ENSMUSG00000031266
mm_zf_gene_4549	ENSDARG00000036415	ENSMUSG00000045594
mm_zf_gene_4550	ENSDARG00000029955	ENSMUSG00000026200
mm_zf_gene_4551	ENSDARG00000005095	ENSMUSG00000032252
mm_zf_gene_4552	ENSDARG00000068981	ENSMUSG00000032252
mm_zf_gene_4553	ENSDARG00000035120	ENSMUSG00000024827
mm_zf_gene_4554	ENSDARG00000061576	ENSMUSG00000046167
mm_zf_gene_4555	ENSDARG00000043559	ENSMUSG00000019715
mm_zf_gene_4556	ENSDARG00000061282	ENSMUSG00000003316
mm_zf_gene_4557	ENSDARG00000101210	ENSMUSG00000003316
mm_zf_gene_4558	ENSDARG00000101244	ENSMUSG00000025407
mm_zf_gene_4559	ENSDARG00000025641	ENSMUSG00000048402
mm_zf_gene_4560	ENSDARG00000020884	ENSMUSG00000048402
mm_zf_gene_4561	ENSDARG00000052131	ENSMUSG00000021318
mm_zf_gene_4562	ENSDARG00000030078	ENSMUSG00000020214
mm_zf_gene_4563	ENSDARG00000030078	ENSMUSG00000112611
mm_zf_gene_4564	ENSDARG00000030078	ENSMUSG00000020213
mm_zf_gene_4565	ENSDARG00000030078	ENSMUSG00000025774
mm_zf_gene_4566	ENSDARG00000041724	ENSMUSG00000020214
mm_zf_gene_4567	ENSDARG00000041724	ENSMUSG00000112611
mm_zf_gene_4568	ENSDARG00000041724	ENSMUSG00000020213
mm_zf_gene_4569	ENSDARG00000016837	ENSMUSG00000028480
mm_zf_gene_4570	ENSDARG00000078388	ENSMUSG00000014303
mm_zf_gene_4571	ENSDARG00000100232	ENSMUSG00000014303
mm_zf_gene_4572	ENSDARG00000069726	ENSMUSG00000052942
mm_zf_gene_4573	ENSDARG00000058267	ENSMUSG00000029276
mm_zf_gene_4574	ENSDARG00000010958	ENSMUSG00000029276
mm_zf_gene_4575	ENSDARG00000059354	ENSMUSG00000001418
mm_zf_gene_4576	ENSDARG00000068978	ENSMUSG00000024026
mm_zf_gene_4577	ENSDARG00000042509	ENSMUSG00000017286
mm_zf_gene_4578	ENSDARG00000071871	ENSMUSG00000031163
mm_zf_gene_4579	ENSDARG00000012019	ENSMUSG00000000263
mm_zf_gene_4580	ENSDARG00000075012	ENSMUSG00000018589
mm_zf_gene_4581	ENSDARG00000011066	ENSMUSG00000038257
mm_zf_gene_4582	ENSDARG00000006865	ENSMUSG00000018595
mm_zf_gene_4583	ENSDARG00000052782	ENSMUSG00000028020
mm_zf_gene_4584	ENSDARG00000052769	ENSMUSG00000028020
mm_zf_gene_4585	ENSDARG00000028106	ENSMUSG00000021591
mm_zf_gene_4586	ENSDARG00000100944	ENSMUSG00000018196
mm_zf_gene_4587	ENSDARG00000098785	ENSMUSG00000031068
mm_zf_gene_4588	ENSDARG00000043665	ENSMUSG00000021102
mm_zf_gene_4589	ENSDARG00000069095	ENSMUSG00000044005
mm_zf_gene_4590	ENSDARG00000002917	ENSMUSG00000044005
mm_zf_gene_4591	ENSDARG00000062812	ENSMUSG00000026103
mm_zf_gene_4592	ENSDARG00000040705	ENSMUSG00000026103
mm_zf_gene_4593	ENSDARG00000091241	ENSMUSG00000049971
mm_zf_gene_4594	ENSDARG00000040157	ENSMUSG00000021916
mm_zf_gene_4595	ENSDARG00000057942	ENSMUSG00000020251
mm_zf_gene_4596	ENSDARG00000061921	ENSMUSG00000011884
mm_zf_gene_4597	ENSDARG00000067889	ENSMUSG00000046811
mm_zf_gene_4598	ENSDARG00000008816	ENSMUSG00000021794
mm_zf_gene_4599	ENSDARG00000099776	ENSMUSG00000026473
mm_zf_gene_4600	ENSDARG00000100003	ENSMUSG00000026473
mm_zf_gene_4601	ENSDARG00000060120	ENSMUSG00000020258
mm_zf_gene_4602	ENSDARG00000099213	ENSMUSG00000022536
mm_zf_gene_4603	ENSDARG00000088439	ENSMUSG00000000594
mm_zf_gene_4604	ENSDARG00000020948	ENSMUSG00000001157
mm_zf_gene_4605	ENSDARG00000026629	ENSMUSG00000038372
mm_zf_gene_4606	ENSDARG00000062060	ENSMUSG00000028901
mm_zf_gene_4607	ENSDARG00000028327	ENSMUSG00000062014
mm_zf_gene_4608	ENSDARG00000077249	ENSMUSG00000036246
mm_zf_gene_4609	ENSDARG00000068719	ENSMUSG00000068428
mm_zf_gene_4610	ENSDARG00000035957	ENSMUSG00000006715
mm_zf_gene_4611	ENSDARG00000024112	ENSMUSG00000033021
mm_zf_gene_4612	ENSDARG00000023498	ENSMUSG00000033021
mm_zf_gene_4613	ENSDARG00000017658	ENSMUSG00000070284
mm_zf_gene_4614	ENSDARG00000016160	ENSMUSG00000000253
mm_zf_gene_4615	ENSDARG00000061301	ENSMUSG00000002326
mm_zf_gene_4616	ENSDARG00000079848	ENSMUSG00000027823
mm_zf_gene_4617	ENSDARG00000010002	ENSMUSG00000024639
mm_zf_gene_4618	ENSDARG00000053326	ENSMUSG00000024639
mm_zf_gene_4619	ENSDARG00000025826	ENSMUSG00000000149
mm_zf_gene_4620	ENSDARG00000073765	ENSMUSG00000020611
mm_zf_gene_4621	ENSDARG00000037924	ENSMUSG00000020611
mm_zf_gene_4622	ENSDARG00000025013	ENSMUSG00000024697
mm_zf_gene_4623	ENSDARG00000018174	ENSMUSG00000032562
mm_zf_gene_4624	ENSDARG00000017294	ENSMUSG00000032562
mm_zf_gene_4625	ENSDARG00000030644	ENSMUSG00000000001
mm_zf_gene_4626	ENSDARG00000030644	ENSMUSG00000057614
mm_zf_gene_4627	ENSDARG00000075850	ENSMUSG00000024524
mm_zf_gene_4628	ENSDARG00000016676	ENSMUSG00000031748
mm_zf_gene_4629	ENSDARG00000036058	ENSMUSG00000031748
mm_zf_gene_4630	ENSDARG00000043094	ENSMUSG00000027523
mm_zf_gene_4631	ENSDARG00000044199	ENSMUSG00000034837
mm_zf_gene_4632	ENSDARG00000042529	ENSMUSG00000009108
mm_zf_gene_4633	ENSDARG00000090454	ENSMUSG00000029064
mm_zf_gene_4634	ENSDARG00000104372	ENSMUSG00000029064
mm_zf_gene_4635	ENSDARG00000036293	ENSMUSG00000000884
mm_zf_gene_4636	ENSDARG00000035357	ENSMUSG00000029713
mm_zf_gene_4637	ENSDARG00000004358	ENSMUSG00000023439
mm_zf_gene_4638	ENSDARG00000002696	ENSMUSG00000023439
mm_zf_gene_4639	ENSDARG00000115383	ENSMUSG00000027669
mm_zf_gene_4640	ENSDARG00000099685	ENSMUSG00000032192
mm_zf_gene_4641	ENSDARG00000099771	ENSMUSG00000028479
mm_zf_gene_4642	ENSDARG00000104043	ENSMUSG00000038607
mm_zf_gene_4643	ENSDARG00000003375	ENSMUSG00000036402
mm_zf_gene_4644	ENSDARG00000037921	ENSMUSG00000025739
mm_zf_gene_4645	ENSDARG00000009553	ENSMUSG00000071658
mm_zf_gene_4646	ENSDARG00000039830	ENSMUSG00000068523
mm_zf_gene_4647	ENSDARG00000038693	ENSMUSG00000048240
mm_zf_gene_4648	ENSDARG00000042970	ENSMUSG00000063594
mm_zf_gene_4649	ENSDARG00000035798	ENSMUSG00000029663
mm_zf_gene_4650	ENSDARG00000010680	ENSMUSG00000038811
mm_zf_gene_4651	ENSDARG00000103543	ENSMUSG00000038811
mm_zf_gene_4652	ENSDARG00000061789	ENSMUSG00000024429
mm_zf_gene_4653	ENSDARG00000098080	ENSMUSG00000028869
mm_zf_gene_4654	ENSDARG00000006219	ENSMUSG00000042354
mm_zf_gene_4655	ENSDARG00000020595	ENSMUSG00000025266
mm_zf_gene_4656	ENSDARG00000006840	ENSMUSG00000002769
mm_zf_gene_4657	ENSDARG00000074401	ENSMUSG00000031985
mm_zf_gene_4658	ENSDARG00000037307	ENSMUSG00000052102
mm_zf_gene_4659	ENSDARG00000024443	ENSMUSG00000029209
mm_zf_gene_4660	ENSDARG00000039892	ENSMUSG00000037722
mm_zf_gene_4661	ENSDARG00000030153	ENSMUSG00000035311
mm_zf_gene_4662	ENSDARG00000038566	ENSMUSG00000035521
mm_zf_gene_4663	ENSDARG00000056214	ENSMUSG00000015812
mm_zf_gene_4664	ENSDARG00000100593	ENSMUSG00000029255
mm_zf_gene_4665	ENSDARG00000023766	ENSMUSG00000034707
mm_zf_gene_4666	ENSDARG00000008979	ENSMUSG00000026754
mm_zf_gene_4667	ENSDARG00000063197	ENSMUSG00000002546
mm_zf_gene_4668	ENSDARG00000063197	ENSMUSG00000075425
mm_zf_gene_4669	ENSDARG00000062511	ENSMUSG00000029502
mm_zf_gene_4670	ENSDARG00000075331	ENSMUSG00000038708
mm_zf_gene_4671	ENSDARG00000039279	ENSMUSG00000021192
mm_zf_gene_4672	ENSDARG00000057676	ENSMUSG00000015341
mm_zf_gene_4673	ENSDARG00000036295	ENSMUSG00000042532
mm_zf_gene_4674	ENSDARG00000105099	ENSMUSG00000042532
mm_zf_gene_4675	ENSDARG00000061951	ENSMUSG00000034243
mm_zf_gene_4676	ENSDARG00000052851	ENSMUSG00000022200
mm_zf_gene_4677	ENSDARG00000036943	ENSMUSG00000046519
mm_zf_gene_4678	ENSDARG00000088933	ENSMUSG00000103421
mm_zf_gene_4679	ENSDARG00000088933	ENSMUSG00000098306
mm_zf_gene_4680	ENSDARG00000022795	ENSMUSG00000030245
mm_zf_gene_4681	ENSDARG00000023117	ENSMUSG00000019861
mm_zf_gene_4682	ENSDARG00000042031	ENSMUSG00000040124
mm_zf_gene_4683	ENSDARG00000003068	ENSMUSG00000032513
mm_zf_gene_4684	ENSDARG00000015126	ENSMUSG00000014959
mm_zf_gene_4685	ENSDARG00000026654	ENSMUSG00000010392
mm_zf_gene_4686	ENSDARG00000053070	ENSMUSG00000020946
mm_zf_gene_4687	ENSDARG00000039093	ENSMUSG00000025190
mm_zf_gene_4688	ENSDARG00000053644	ENSMUSG00000039720
mm_zf_gene_4689	ENSDARG00000041068	ENSMUSG00000031672
mm_zf_gene_4690	ENSDARG00000005840	ENSMUSG00000031672
mm_zf_gene_4691	ENSDARG00000074441	ENSMUSG00000050761
mm_zf_gene_4692	ENSDARG00000074169	ENSMUSG00000024978
mm_zf_gene_4693	ENSDARG00000053995	ENSMUSG00000092417
mm_zf_gene_4694	ENSDARG00000053575	ENSMUSG00000046338
mm_zf_gene_4695	ENSDARG00000033418	ENSMUSG00000063808
mm_zf_gene_4696	ENSDARG00000026892	ENSMUSG00000050668
mm_zf_gene_4697	ENSDARG00000052747	ENSMUSG00000028850
mm_zf_gene_4698	ENSDARG00000091931	ENSMUSG00000028069
mm_zf_gene_4699	ENSDARG00000059768	ENSMUSG00000034621
mm_zf_gene_4700	ENSDARG00000075569	ENSMUSG00000034042
mm_zf_gene_4701	ENSDARG00000019341	ENSMUSG00000034220
mm_zf_gene_4702	ENSDARG00000090585	ENSMUSG00000034220
mm_zf_gene_4703	ENSDARG00000104217	ENSMUSG00000106247
mm_zf_gene_4704	ENSDARG00000104217	ENSMUSG00000029510
mm_zf_gene_4705	ENSDARG00000032199	ENSMUSG00000055653
mm_zf_gene_4706	ENSDARG00000015472	ENSMUSG00000031119
mm_zf_gene_4707	ENSDARG00000103156	ENSMUSG00000058571
mm_zf_gene_4708	ENSDARG00000016011	ENSMUSG00000027346
mm_zf_gene_4709	ENSDARG00000043701	ENSMUSG00000023019
mm_zf_gene_4710	ENSDARG00000043180	ENSMUSG00000023019
mm_zf_gene_4711	ENSDARG00000040024	ENSMUSG00000050627
mm_zf_gene_4712	ENSDARG00000062430	ENSMUSG00000026827
mm_zf_gene_4713	ENSDARG00000074661	ENSMUSG00000053647
mm_zf_gene_4714	ENSDARG00000075403	ENSMUSG00000024784
mm_zf_gene_4715	ENSDARG00000027472	ENSMUSG00000048982
mm_zf_gene_4716	ENSDARG00000089076	ENSMUSG00000047454
mm_zf_gene_4717	ENSDARG00000100851	ENSMUSG00000047454
mm_zf_gene_4718	ENSDARG00000012987	ENSMUSG00000036427
mm_zf_gene_4719	ENSDARG00000103826	ENSMUSG00000036427
mm_zf_gene_4720	ENSDARG00000029612	ENSMUSG00000031148
mm_zf_gene_4721	ENSDARG00000055455	ENSMUSG00000031517
mm_zf_gene_4722	ENSDARG00000004621	ENSMUSG00000031517
mm_zf_gene_4723	ENSDARG00000005739	ENSMUSG00000031342
mm_zf_gene_4724	ENSDARG00000001676	ENSMUSG00000031342
mm_zf_gene_4725	ENSDARG00000043928	ENSMUSG00000064037
mm_zf_gene_4726	ENSDARG00000103127	ENSMUSG00000028848
mm_zf_gene_4727	ENSDARG00000069525	ENSMUSG00000029464
mm_zf_gene_4728	ENSDARG00000062688	ENSMUSG00000029816
mm_zf_gene_4729	ENSDARG00000101366	ENSMUSG00000046856
mm_zf_gene_4730	ENSDARG00000039218	ENSMUSG00000036357
mm_zf_gene_4731	ENSDARG00000103200	ENSMUSG00000000194
mm_zf_gene_4732	ENSDARG00000096651	ENSMUSG00000005823
mm_zf_gene_4733	ENSDARG00000062934	ENSMUSG00000041468
mm_zf_gene_4734	ENSDARG00000103540	ENSMUSG00000021298
mm_zf_gene_4735	ENSDARG00000028586	ENSMUSG00000043398
mm_zf_gene_4736	ENSDARG00000078448	ENSMUSG00000021306
mm_zf_gene_4737	ENSDARG00000077608	ENSMUSG00000021306
mm_zf_gene_4738	ENSDARG00000109742	ENSMUSG00000066197
mm_zf_gene_4739	ENSDARG00000102491	ENSMUSG00000034677
mm_zf_gene_4740	ENSDARG00000034572	ENSMUSG00000025333
mm_zf_gene_4741	ENSDARG00000087601	ENSMUSG00000042804
mm_zf_gene_4742	ENSDARG00000090804	ENSMUSG00000041762
mm_zf_gene_4743	ENSDARG00000071086	ENSMUSG00000041762
mm_zf_gene_4744	ENSDARG00000086215	ENSMUSG00000046961
mm_zf_gene_4745	ENSDARG00000034975	ENSMUSG00000047875
mm_zf_gene_4746	ENSDARG00000038700	ENSMUSG00000037661
mm_zf_gene_4747	ENSDARG00000055659	ENSMUSG00000040836
mm_zf_gene_4748	ENSDARG00000062030	ENSMUSG00000052229
mm_zf_gene_4749	ENSDARG00000105008	ENSMUSG00000050075
mm_zf_gene_4750	ENSDARG00000042922	ENSMUSG00000056679
mm_zf_gene_4751	ENSDARG00000042515	ENSMUSG00000040133
mm_zf_gene_4752	ENSDARG00000062009	ENSMUSG00000050350
mm_zf_gene_4753	ENSDARG00000036616	ENSMUSG00000058396
mm_zf_gene_4754	ENSDARG00000010317	ENSMUSG00000051212
mm_zf_gene_4755	ENSDARG00000074302	ENSMUSG00000051212
mm_zf_gene_4756	ENSDARG00000102226	ENSMUSG00000032641
mm_zf_gene_4757	ENSDARG00000077427	ENSMUSG00000045281
mm_zf_gene_4758	ENSDARG00000004592	ENSMUSG00000044067
mm_zf_gene_4759	ENSDARG00000006607	ENSMUSG00000072875
mm_zf_gene_4760	ENSDARG00000002959	ENSMUSG00000040229
mm_zf_gene_4761	ENSDARG00000074633	ENSMUSG00000026271
mm_zf_gene_4762	ENSDARG00000033296	ENSMUSG00000039904
mm_zf_gene_4763	ENSDARG00000006079	ENSMUSG00000026424
mm_zf_gene_4764	ENSDARG00000056774	ENSMUSG00000026424
mm_zf_gene_4765	ENSDARG00000102888	ENSMUSG00000026343
