mm_zf_xp_gene	mm_gene	zf_gene	xp_gene
mm_zf_xp_6247	ENSMUSG00000056972	ENSDARG00000058212	Xetrov90026004m
mm_zf_xp_6248	ENSMUSG00000056972	ENSDARG00000058212	Xetrov90000117m
mm_zf_xp_6249	ENSMUSG00000056972	ENSDARG00000058212	Xetrov90027868m
mm_zf_xp_6250	ENSMUSG00000056972	ENSDARG00000058212	Xetrov90005696m
mm_zf_xp_6251	ENSMUSG00000056972	ENSDARG00000058212	Xetrov90028813m
mm_zf_xp_6252	ENSMUSG00000056972	ENSDARG00000058212	Xetrov90028587m
mm_zf_xp_6253	ENSMUSG00000056972	ENSDARG00000058212	Xetrov90022090m
mm_zf_xp_6254	ENSMUSG00000033585	ENSDARG00000058212	NA
mm_zf_xp_6255	ENSMUSG00000025326	ENSDARG00000055737	ube3a
mm_zf_xp_6256	ENSMUSG00000025324	ENSDARG00000061039	atp10a
mm_zf_xp_6257	ENSMUSG00000033676	ENSDARG00000023771	gabrb3
mm_zf_xp_6258	ENSMUSG00000033676	ENSDARG00000023771	LOC100496398-like
mm_zf_xp_6259	ENSMUSG00000055078	ENSDARG00000070730	gabra5-like
mm_zf_xp_6260	ENSMUSG00000055026	NA	gabrg3
mm_zf_xp_6261	ENSMUSG00000030450	ENSDARG00000061303	oca2
mm_zf_xp_6262	ENSMUSG00000030451	ENSDARG00000073841	herc2
mm_zf_xp_6263	ENSMUSG00000075425	ENSDARG00000063197	NA
mm_zf_xp_6264	ENSMUSG00000075425	ENSDARG00000063197	NA
mm_zf_xp_6265	ENSMUSG00000075425	ENSDARG00000063197	NA
mm_zf_xp_6266	ENSMUSG00000030519	ENSDARG00000063314	apba2-like
mm_zf_xp_6267	ENSMUSG00000030519	ENSDARG00000060639	apba2-like
mm_zf_xp_6268	ENSMUSG00000030518	ENSDARG00000053380	Xetrov90008698m
mm_zf_xp_6269	ENSMUSG00000030518	ENSDARG00000053380	fam189a1
mm_zf_xp_6270	ENSMUSG00000100937	NA	ndnl2
mm_zf_xp_6271	ENSMUSG00000030516	ENSDARG00000079374	tjp1
mm_zf_xp_6272	ENSMUSG00000030516	ENSDARG00000077506	tjp1
mm_zf_xp_6273	ENSMUSG00000075425	ENSDARG00000063197	NA
mm_zf_xp_6274	ENSMUSG00000075425	ENSDARG00000063197	NA
mm_zf_xp_6275	ENSMUSG00000075425	ENSDARG00000063197	NA
mm_zf_xp_6276	ENSMUSG00000075425	ENSDARG00000063197	NA
mm_zf_xp_6277	ENSMUSG00000075425	ENSDARG00000063197	NA
mm_zf_xp_6278	ENSMUSG00000041219	ENSDARG00000100019	NA
mm_zf_xp_6279	ENSMUSG00000041219	ENSDARG00000100019	NA
mm_zf_xp_6280	ENSMUSG00000033458	ENSDARG00000062269	fan1
mm_zf_xp_6281	ENSMUSG00000030522	ENSDARG00000010601	NA
mm_zf_xp_6282	ENSMUSG00000030523	ENSDARG00000103476	trpm1
mm_zf_xp_6283	ENSMUSG00000030523	ENSDARG00000011259	trpm1
mm_zf_xp_6284	ENSMUSG00000052040	NA	klf13
mm_zf_xp_6285	ENSMUSG00000033510	ENSDARG00000045556	otud7a-like
mm_zf_xp_6286	ENSMUSG00000030525	ENSDARG00000101702	LOC100493611-like
mm_zf_xp_6287	ENSMUSG00000030525	ENSDARG00000101702	LOC100487782
mm_zf_xp_6288	ENSMUSG00000075425	ENSDARG00000063197	NA
mm_zf_xp_6289	ENSMUSG00000075425	ENSDARG00000063197	NA
mm_zf_xp_6290	ENSMUSG00000075425	ENSDARG00000063197	NA
mm_zf_xp_6291	ENSMUSG00000041219	ENSDARG00000100019	NA
mm_zf_xp_6292	ENSMUSG00000023236	NA	scg5
mm_zf_xp_6293	ENSMUSG00000074934	ENSDARG00000104618	grem1
mm_zf_xp_6294	ENSMUSG00000044042	ENSDARG00000011975	fmn1
mm_zf_xp_6295	ENSMUSG00000057378	ENSDARG00000071331	ryr3
mm_zf_xp_6296	ENSMUSG00000057378	ENSDARG00000071331	LOC101731188
mm_zf_xp_6297	ENSMUSG00000003604	ENSDARG00000002894	NA
mm_zf_xp_6298	ENSMUSG00000074939	ENSDARG00000099928	chrm5
mm_zf_xp_6299	ENSMUSG00000074939	ENSDARG00000069598	chrm5
mm_zf_xp_6300	ENSMUSG00000055943	ENSDARG00000012144	emc7
mm_zf_xp_6301	ENSMUSG00000055943	ENSDARG00000102983	emc7
mm_zf_xp_6302	ENSMUSG00000027132	ENSDARG00000042522	katnbl1
mm_zf_xp_6303	ENSMUSG00000027131	ENSDARG00000039268	emc4
mm_zf_xp_6304	ENSMUSG00000096764	NA	slc12a6
mm_zf_xp_6305	ENSMUSG00000027130	NA	slc12a6
mm_zf_xp_6306	ENSMUSG00000027133	ENSDARG00000104227	nop10
mm_zf_xp_6307	ENSMUSG00000027134	ENSDARG00000035028	lpcat4
mm_zf_xp_6308	ENSMUSG00000075425	ENSDARG00000063197	NA
mm_zf_xp_6309	ENSMUSG00000075425	ENSDARG00000063197	NA
mm_zf_xp_6310	ENSMUSG00000068615	NA	gjd2
mm_zf_xp_6311	ENSMUSG00000068614	ENSDARG00000057911	actc1
mm_zf_xp_6312	ENSMUSG00000068614	ENSDARG00000057911	MGC75582
mm_zf_xp_6313	ENSMUSG00000040383	ENSDARG00000016775	aqr
mm_zf_xp_6314	ENSMUSG00000040321	NA	znf770-like
mm_zf_xp_6315	ENSMUSG00000012396	ENSDARG00000075113	NA
mm_zf_xp_6316	ENSMUSG00000057147	ENSDARG00000042839	dph6-like
mm_zf_xp_6317	ENSMUSG00000040282	ENSDARG00000070461	NA
mm_zf_xp_6318	ENSMUSG00000027210	ENSDARG00000098240	meis2
mm_zf_xp_6319	ENSMUSG00000027210	ENSDARG00000077840	meis2
mm_zf_xp_6320	ENSMUSG00000027351	ENSDARG00000041449	spred1
mm_zf_xp_6321	ENSMUSG00000027349	ENSDARG00000060068	NA
mm_zf_xp_6322	ENSMUSG00000027347	NA	rasgrp4
mm_zf_xp_6323	ENSMUSG00000027347	NA	rasgrp1
mm_zf_xp_6324	ENSMUSG00000040152	ENSDARG00000010785	thbs1
mm_zf_xp_6325	ENSMUSG00000040133	ENSDARG00000042515	gpr176
mm_zf_xp_6326	ENSMUSG00000005102	ENSDARG00000104276	eif2ak4
mm_zf_xp_6327	ENSMUSG00000009549	ENSDARG00000115987	NA
mm_zf_xp_6328	ENSMUSG00000040093	ENSDARG00000041414	bmf
mm_zf_xp_6329	ENSMUSG00000040084	ENSDARG00000078825	Xetrov90021782m
mm_zf_xp_6330	ENSMUSG00000040084	ENSDARG00000074927	Xetrov90021782m
mm_zf_xp_6331	ENSMUSG00000074923	ENSDARG00000052405	pak6
mm_zf_xp_6332	ENSMUSG00000040084	ENSDARG00000078825	NA
mm_zf_xp_6333	ENSMUSG00000040084	ENSDARG00000074927	NA
mm_zf_xp_6334	ENSMUSG00000040061	ENSDARG00000090381	plcb2
mm_zf_xp_6335	ENSMUSG00000078137	NA	LOC100488442
mm_zf_xp_6336	ENSMUSG00000078137	NA	LOC101730682
mm_zf_xp_6337	ENSMUSG00000074918	NA	Xetrov90021787m
mm_zf_xp_6338	ENSMUSG00000074918	NA	Xetrov90020926m
mm_zf_xp_6339	ENSMUSG00000074918	NA	LOC101734990
mm_zf_xp_6340	ENSMUSG00000040035	ENSDARG00000042846	disp2
mm_zf_xp_6341	ENSMUSG00000027331	ENSDARG00000074379	knstrn-like
mm_zf_xp_6342	ENSMUSG00000027332	ENSDARG00000042853	NA
mm_zf_xp_6343	ENSMUSG00000040007	ENSDARG00000086789	bahd1
mm_zf_xp_6344	ENSMUSG00000074916	ENSDARG00000043011	chst14
mm_zf_xp_6345	ENSMUSG00000039983	ENSDARG00000073962	NA
mm_zf_xp_6346	ENSMUSG00000027324	ENSDARG00000060992	rpusd2
mm_zf_xp_6347	ENSMUSG00000027326	NA	casc5
mm_zf_xp_6348	ENSMUSG00000027323	ENSDARG00000041411	NA
mm_zf_xp_6349	ENSMUSG00000070730	ENSDARG00000041407	rmdn3
mm_zf_xp_6350	ENSMUSG00000046814	ENSDARG00000098588	gchfr
mm_zf_xp_6351	ENSMUSG00000034278	ENSDARG00000104959	NA
mm_zf_xp_6352	ENSMUSG00000068580	ENSDARG00000003642	zfyve19
mm_zf_xp_6353	ENSMUSG00000027317	ENSDARG00000110496	NA
mm_zf_xp_6354	ENSMUSG00000027315	ENSDARG00000034076	spint1-like
mm_zf_xp_6355	ENSMUSG00000027315	ENSDARG00000102332	spint1-like
mm_zf_xp_6356	ENSMUSG00000027315	ENSDARG00000101364	spint1-like
mm_zf_xp_6357	ENSMUSG00000027315	ENSDARG00000012467	spint1-like
mm_zf_xp_6358	ENSMUSG00000027315	ENSDARG00000090185	spint1-like
mm_zf_xp_6359	ENSMUSG00000027315	ENSDARG00000089361	spint1-like
mm_zf_xp_6360	ENSMUSG00000034226	ENSDARG00000070434	NA
mm_zf_xp_6361	ENSMUSG00000034216	ENSDARG00000070433	vps18
mm_zf_xp_6362	ENSMUSG00000027314	NA	dlx2
mm_zf_xp_6363	ENSMUSG00000027314	NA	Xetrov90021815m
mm_zf_xp_6364	ENSMUSG00000027313	ENSDARG00000070426	chac1-like
mm_zf_xp_6365	ENSMUSG00000034154	ENSDARG00000070432	ino80
mm_zf_xp_6366	ENSMUSG00000048647	ENSDARG00000098669	exd1-like
mm_zf_xp_6367	ENSMUSG00000014077	ENSDARG00000052859	chp1
mm_zf_xp_6368	ENSMUSG00000027306	ENSDARG00000002403	NA
mm_zf_xp_6369	ENSMUSG00000072980	ENSDARG00000093597	Xetrov90021824m
mm_zf_xp_6370	ENSMUSG00000027306	ENSDARG00000002403	nusap1
mm_zf_xp_6371	ENSMUSG00000027305	ENSDARG00000025549	ndufaf1
mm_zf_xp_6372	ENSMUSG00000027304	ENSDARG00000008947	rtf1
mm_zf_xp_6373	ENSMUSG00000027296	ENSDARG00000042856	LOC100486229
mm_zf_xp_6374	ENSMUSG00000027297	NA	alk-like.2
mm_zf_xp_6375	ENSMUSG00000034032	ENSDARG00000075072	Xetrov90021603m
mm_zf_xp_6376	ENSMUSG00000027298	ENSDARG00000005356	tyro3
mm_zf_xp_6377	ENSMUSG00000033943	ENSDARG00000078784	mga
mm_zf_xp_6378	ENSMUSG00000033902	NA	mapkbp1
mm_zf_xp_6379	ENSMUSG00000098789	ENSDARG00000035546	NA
mm_zf_xp_6380	ENSMUSG00000098488	ENSDARG00000056535	Xetrov90021595m
mm_zf_xp_6381	ENSMUSG00000098488	ENSDARG00000056535	Xetrov90021590m
mm_zf_xp_6382	ENSMUSG00000098488	ENSDARG00000070953	Xetrov90021595m
mm_zf_xp_6383	ENSMUSG00000098488	ENSDARG00000070953	Xetrov90021590m
mm_zf_xp_6384	ENSMUSG00000033852	ENSDARG00000056535	Xetrov90021595m
mm_zf_xp_6385	ENSMUSG00000033852	ENSDARG00000056535	Xetrov90021590m
mm_zf_xp_6386	ENSMUSG00000033852	ENSDARG00000070953	Xetrov90021595m
mm_zf_xp_6387	ENSMUSG00000033852	ENSDARG00000070953	Xetrov90021590m
mm_zf_xp_6388	ENSMUSG00000098488	ENSDARG00000056535	NA
mm_zf_xp_6389	ENSMUSG00000098488	ENSDARG00000070953	NA
mm_zf_xp_6390	ENSMUSG00000033852	ENSDARG00000056535	NA
mm_zf_xp_6391	ENSMUSG00000033852	ENSDARG00000070953	NA
mm_zf_xp_6392	ENSMUSG00000074899	NA	LOC101733158
mm_zf_xp_6393	ENSMUSG00000074899	NA	Xetrov90021592m
mm_zf_xp_6394	ENSMUSG00000074899	NA	Xetrov90021594m
mm_zf_xp_6395	ENSMUSG00000027293	ENSDARG00000054302	ehd4
mm_zf_xp_6396	ENSMUSG00000050211	ENSDARG00000056535	NA
mm_zf_xp_6397	ENSMUSG00000050211	ENSDARG00000070953	NA
mm_zf_xp_6398	ENSMUSG00000070719	ENSDARG00000056535	NA
mm_zf_xp_6399	ENSMUSG00000070719	ENSDARG00000070953	NA
mm_zf_xp_6400	ENSMUSG00000046971	NA	pla2g4f
mm_zf_xp_6401	ENSMUSG00000027291	ENSDARG00000074471	vps39
mm_zf_xp_6402	ENSMUSG00000033808	NA	Xetrov90013484m
mm_zf_xp_6403	ENSMUSG00000062646	ENSDARG00000074556	NA
mm_zf_xp_6404	ENSMUSG00000062646	ENSDARG00000074556	NA
mm_zf_xp_6405	ENSMUSG00000079110	ENSDARG00000041864	LOC100497532-like
mm_zf_xp_6406	ENSMUSG00000079110	ENSDARG00000043035	LOC100497532-like
mm_zf_xp_6407	ENSMUSG00000027288	ENSDARG00000016651	NA
mm_zf_xp_6408	ENSMUSG00000027288	ENSDARG00000091947	NA
mm_zf_xp_6409	ENSMUSG00000027287	ENSDARG00000012874	snap23
mm_zf_xp_6410	ENSMUSG00000027287	ENSDARG00000055252	snap23
mm_zf_xp_6411	ENSMUSG00000027286	ENSDARG00000043938	NA
mm_zf_xp_6412	ENSMUSG00000027285	ENSDARG00000036781	NA
mm_zf_xp_6413	ENSMUSG00000027284	NA	cdan1
mm_zf_xp_6414	ENSMUSG00000090100	NA	ttbk2
mm_zf_xp_6415	ENSMUSG00000027272	ENSDARG00000060480	ubr1
mm_zf_xp_6416	ENSMUSG00000054484	ENSDARG00000053890	tmem62
mm_zf_xp_6417	ENSMUSG00000023572	ENSDARG00000039328	ccndbp1
mm_zf_xp_6418	ENSMUSG00000023216	NA	epb42
mm_zf_xp_6419	ENSMUSG00000053675	ENSDARG00000097651	tgm5
mm_zf_xp_6420	ENSMUSG00000053675	ENSDARG00000097651	Xetrov90025009m
mm_zf_xp_6421	ENSMUSG00000053675	ENSDARG00000097651	LOC100486088
mm_zf_xp_6422	ENSMUSG00000053675	ENSDARG00000098837	tgm5
mm_zf_xp_6423	ENSMUSG00000053675	ENSDARG00000098837	Xetrov90025009m
mm_zf_xp_6424	ENSMUSG00000053675	ENSDARG00000098837	LOC100486088
mm_zf_xp_6425	ENSMUSG00000074890	ENSDARG00000000747	lcmt2
mm_zf_xp_6426	ENSMUSG00000027259	ENSDARG00000012986	NA
mm_zf_xp_6427	ENSMUSG00000050619	NA	Xetrov90000687m
mm_zf_xp_6428	ENSMUSG00000050619	NA	Xetrov90000688m
mm_zf_xp_6429	ENSMUSG00000027263	ENSDARG00000005374	tubgcp4
mm_zf_xp_6430	ENSMUSG00000043909	ENSDARG00000079000	NA
mm_zf_xp_6431	ENSMUSG00000027254	ENSDARG00000022045	map1a-like.2
mm_zf_xp_6432	ENSMUSG00000027254	ENSDARG00000059601	map1a-like.2
mm_zf_xp_6433	ENSMUSG00000033526	ENSDARG00000073909	ppip5k1
mm_zf_xp_6434	ENSMUSG00000033526	ENSDARG00000076143	ppip5k1
mm_zf_xp_6435	ENSMUSG00000000308	ENSDARG00000016598	ckmt1b
mm_zf_xp_6436	ENSMUSG00000033498	NA	LOC100491937
mm_zf_xp_6437	ENSMUSG00000033498	NA	strc
mm_zf_xp_6438	ENSMUSG00000000308	ENSDARG00000016598	NA
mm_zf_xp_6439	ENSMUSG00000027248	ENSDARG00000102640	pdia3
mm_zf_xp_6440	ENSMUSG00000027246	ENSDARG00000061797	NA
mm_zf_xp_6441	ENSMUSG00000027246	ENSDARG00000061800	NA
mm_zf_xp_6442	ENSMUSG00000074884	NA	LOC101734220-like
mm_zf_xp_6443	ENSMUSG00000074884	NA	serf2
mm_zf_xp_6444	ENSMUSG00000046110	ENSDARG00000044815	serinc4
mm_zf_xp_6445	ENSMUSG00000027245	ENSDARG00000059725	hypk
mm_zf_xp_6446	ENSMUSG00000048222	ENSDARG00000018241	mfap1
mm_zf_xp_6447	ENSMUSG00000068479	ENSDARG00000018241	mfap1
mm_zf_xp_6448	ENSMUSG00000027242	ENSDARG00000053554	wdr76-like
mm_zf_xp_6449	ENSMUSG00000027238	ENSDARG00000079622	frmd5
mm_zf_xp_6450	ENSMUSG00000060227	ENSDARG00000074490	NA
mm_zf_xp_6451	ENSMUSG00000033411	ENSDARG00000060586	LOC100486858
mm_zf_xp_6452	ENSMUSG00000033411	ENSDARG00000060586	ctdspl2
mm_zf_xp_6453	ENSMUSG00000033411	ENSDARG00000061587	LOC100486858
mm_zf_xp_6454	ENSMUSG00000033411	ENSDARG00000061587	ctdspl2
mm_zf_xp_6455	ENSMUSG00000043424	ENSDARG00000053370	eif3j-like
mm_zf_xp_6456	ENSMUSG00000043424	ENSDARG00000012603	eif3j-like
mm_zf_xp_6457	ENSMUSG00000027236	ENSDARG00000053370	eif3j-like
mm_zf_xp_6458	ENSMUSG00000027236	ENSDARG00000012603	eif3j-like
mm_zf_xp_6459	ENSMUSG00000033396	ENSDARG00000045968	spg11
mm_zf_xp_6460	ENSMUSG00000027233	ENSDARG00000089567	patl2
mm_zf_xp_6461	ENSMUSG00000060802	ENSDARG00000071168	b2m
mm_zf_xp_6462	ENSMUSG00000027229	NA	LOC101733955
mm_zf_xp_6463	ENSMUSG00000027227	ENSDARG00000053405	NA
mm_zf_xp_6464	ENSMUSG00000068452	NA	duox2
mm_zf_xp_6465	ENSMUSG00000027225	ENSDARG00000078962	NA
mm_zf_xp_6466	ENSMUSG00000027224	ENSDARG00000078962	duoxa1
mm_zf_xp_6467	ENSMUSG00000033268	NA	duox1
mm_zf_xp_6468	ENSMUSG00000033256	NA	shf
mm_zf_xp_6469	ENSMUSG00000079071	ENSDARG00000060879	slc28a2
mm_zf_xp_6470	ENSMUSG00000027219	ENSDARG00000060879	slc28a2
mm_zf_xp_6471	ENSMUSG00000027199	ENSDARG00000036239	gatm
mm_zf_xp_6472	ENSMUSG00000033213	ENSDARG00000092903	NA
mm_zf_xp_6473	ENSMUSG00000005802	ENSDARG00000007180	slc30a4
mm_zf_xp_6474	ENSMUSG00000005804	ENSDARG00000042933	NA
mm_zf_xp_6475	ENSMUSG00000005803	NA	sqrdl
mm_zf_xp_6476	ENSMUSG00000027200	ENSDARG00000011533	sema6d
mm_zf_xp_6477	ENSMUSG00000027200	ENSDARG00000011533	sema6c
mm_zf_xp_6478	ENSMUSG00000035183	ENSDARG00000024771	slc24a5
mm_zf_xp_6479	ENSMUSG00000027201	ENSDARG00000059398	myef2
mm_zf_xp_6480	ENSMUSG00000049230	ENSDARG00000059398	myef2
mm_zf_xp_6481	ENSMUSG00000027202	ENSDARG00000098096	slc12a1
mm_zf_xp_6482	ENSMUSG00000027203	ENSDARG00000106529	Xetrov90029306m
mm_zf_xp_6483	ENSMUSG00000027203	ENSDARG00000106529	LOC101733437
mm_zf_xp_6484	ENSMUSG00000027204	NA	fbn1
mm_zf_xp_6485	ENSMUSG00000027204	NA	LOC100485797-like
mm_zf_xp_6486	ENSMUSG00000068394	ENSDARG00000075725	cep152-like
mm_zf_xp_6487	ENSMUSG00000035109	NA	shc4
mm_zf_xp_6488	ENSMUSG00000035093	ENSDARG00000100084	secisbp2l
mm_zf_xp_6489	ENSMUSG00000027206	ENSDARG00000004785	cops2
mm_zf_xp_6490	ENSMUSG00000027207	ENSDARG00000004059	galk2
mm_zf_xp_6491	ENSMUSG00000027209	NA	Xetrov90008797m
mm_zf_xp_6492	ENSMUSG00000027209	NA	fam227b
mm_zf_xp_6493	ENSMUSG00000027208	ENSDARG00000059387	fgf7
mm_zf_xp_6494	ENSMUSG00000023330	ENSDARG00000111509	dtwd1
mm_zf_xp_6495	ENSMUSG00000060131	ENSDARG00000079453	atp8b4
mm_zf_xp_6496	ENSMUSG00000027359	NA	LOC100494612
mm_zf_xp_6497	ENSMUSG00000027360	ENSDARG00000075454	hdc-like
mm_zf_xp_6498	ENSMUSG00000027361	ENSDARG00000023659	NA
mm_zf_xp_6499	ENSMUSG00000027363	ENSDARG00000063719	usp8
mm_zf_xp_6500	ENSMUSG00000027365	ENSDARG00000036232	trpm7
mm_zf_xp_6501	ENSMUSG00000027365	ENSDARG00000036232	LOC100497855
mm_zf_xp_6502	ENSMUSG00000027365	ENSDARG00000036232	Xetrov90008819m
mm_zf_xp_6503	ENSMUSG00000027365	ENSDARG00000036232	Xetrov90008820m
mm_zf_xp_6504	ENSMUSG00000027365	ENSDARG00000036232	Xetrov90008818m
mm_zf_xp_6505	ENSMUSG00000027366	NA	sppl2a
mm_zf_xp_6506	ENSMUSG00000001998	ENSDARG00000103684	ap4e1
mm_zf_xp_6507	ENSMUSG00000074345	ENSDARG00000088709	tnfaip8l3-like
mm_zf_xp_6508	ENSMUSG00000032274	ENSDARG00000041348	NA
mm_zf_xp_6509	ENSMUSG00000046167	ENSDARG00000061576	gldn
mm_zf_xp_6510	ENSMUSG00000041268	NA	dmxl2
mm_zf_xp_6511	ENSMUSG00000032181	ENSDARG00000086288	scg3-like
mm_zf_xp_6512	ENSMUSG00000032184	ENSDARG00000091771	lysmd2
mm_zf_xp_6513	ENSMUSG00000032186	NA	tmod2
mm_zf_xp_6514	ENSMUSG00000058587	ENSDARG00000002571	tmod3
mm_zf_xp_6515	ENSMUSG00000042487	ENSDARG00000055357	leo1
mm_zf_xp_6516	ENSMUSG00000032191	NA	bcl2l10
mm_zf_xp_6517	ENSMUSG00000032192	ENSDARG00000099685	gnb5
mm_zf_xp_6518	ENSMUSG00000033590	ENSDARG00000104235	myo5c
mm_zf_xp_6519	ENSMUSG00000034593	ENSDARG00000061635	NA
mm_zf_xp_6520	ENSMUSG00000034858	ENSDARG00000040452	fam214a
mm_zf_xp_6521	ENSMUSG00000043013	ENSDARG00000007982	onecut1
mm_zf_xp_6522	ENSMUSG00000043013	ENSDARG00000007982	onecut1.2
mm_zf_xp_6523	ENSMUSG00000044976	NA	wdr72
mm_zf_xp_6524	ENSMUSG00000062151	ENSDARG00000112435	Xetrov90008761m
mm_zf_xp_6525	ENSMUSG00000062151	ENSDARG00000112435	unc13c
mm_zf_xp_6526	ENSMUSG00000032215	ENSDARG00000040439	rsl24d1
mm_zf_xp_6527	ENSMUSG00000032202	ENSDARG00000103935	rab27a
mm_zf_xp_6528	ENSMUSG00000079469	ENSDARG00000105011	pigb
mm_zf_xp_6529	ENSMUSG00000092192	NA	dyx1c1
mm_zf_xp_6530	ENSMUSG00000089865	NA	dyx1c1
mm_zf_xp_6531	ENSMUSG00000034910	ENSDARG00000098687	pygo1
mm_zf_xp_6532	ENSMUSG00000036030	ENSDARG00000100044	prtg-like
mm_zf_xp_6533	ENSMUSG00000036030	ENSDARG00000100044	Xetrov90008749m
mm_zf_xp_6534	ENSMUSG00000032216	ENSDARG00000099843	nedd4
mm_zf_xp_6535	ENSMUSG00000037674	NA	rfx7
mm_zf_xp_6536	ENSMUSG00000090626	ENSDARG00000010586	tex9-like
mm_zf_xp_6537	ENSMUSG00000032221	ENSDARG00000060169	mns1
mm_zf_xp_6538	ENSMUSG00000038535	NA	znf280d
mm_zf_xp_6539	ENSMUSG00000032228	ENSDARG00000004714	tcf12
mm_zf_xp_6540	ENSMUSG00000032232	ENSDARG00000015805	NA
mm_zf_xp_6541	ENSMUSG00000041361	NA	myzap
mm_zf_xp_6542	ENSMUSG00000032199	ENSDARG00000074968	grinl1a
mm_zf_xp_6543	ENSMUSG00000013584	ENSDARG00000053493	aldh1a2
mm_zf_xp_6544	ENSMUSG00000032204	ENSDARG00000007086	aqp9
mm_zf_xp_6545	ENSMUSG00000032204	ENSDARG00000058678	aqp9
mm_zf_xp_6546	ENSMUSG00000032207	ENSDARG00000053476	lipc
mm_zf_xp_6547	ENSMUSG00000054693	NA	Xetrov90001431m
mm_zf_xp_6548	ENSMUSG00000054693	NA	adam10
mm_zf_xp_6549	ENSMUSG00000042444	NA	fam63b
mm_zf_xp_6550	ENSMUSG00000032217	ENSDARG00000078802	rnf111
mm_zf_xp_6551	ENSMUSG00000032212	ENSDARG00000052728	sltm
mm_zf_xp_6552	ENSMUSG00000032218	ENSDARG00000036180	ccnb2
mm_zf_xp_6553	ENSMUSG00000032220	ENSDARG00000036179	NA
mm_zf_xp_6554	ENSMUSG00000032226	ENSDARG00000060471	gcnt3
mm_zf_xp_6555	ENSMUSG00000032226	ENSDARG00000060471	LOC100486342
mm_zf_xp_6556	ENSMUSG00000033543	ENSDARG00000053685	gtf2a2
mm_zf_xp_6557	ENSMUSG00000011958	ENSDARG00000013397	bnip2
mm_zf_xp_6558	ENSMUSG00000059246	ENSDARG00000053650	foxb1
mm_zf_xp_6559	ENSMUSG00000059246	ENSDARG00000089042	foxb1
mm_zf_xp_6560	ENSMUSG00000032231	ENSDARG00000053625	anxa9
mm_zf_xp_6561	ENSMUSG00000032231	ENSDARG00000003216	anxa9
mm_zf_xp_6562	ENSMUSG00000032235	ENSDARG00000086670	narg2-like
mm_zf_xp_6563	ENSMUSG00000032238	ENSDARG00000031768	rora
mm_zf_xp_6564	ENSMUSG00000035284	ENSDARG00000074465	vps13c
mm_zf_xp_6565	ENSMUSG00000052698	ENSDARG00000110973	tln2
mm_zf_xp_6566	ENSMUSG00000052698	ENSDARG00000017901	tln2
mm_zf_xp_6567	ENSMUSG00000032366	ENSDARG00000087402	Xetrov90008553m
mm_zf_xp_6568	ENSMUSG00000032366	ENSDARG00000033683	Xetrov90008553m
mm_zf_xp_6569	ENSMUSG00000032370	ENSDARG00000040803	NA
mm_zf_xp_6570	ENSMUSG00000036943	ENSDARG00000068628	NA
mm_zf_xp_6571	ENSMUSG00000032375	ENSDARG00000005612	NA
mm_zf_xp_6572	ENSMUSG00000053040	ENSDARG00000005612	NA
mm_zf_xp_6573	ENSMUSG00000032373	ENSDARG00000045644	ca12
mm_zf_xp_6574	ENSMUSG00000032376	ENSDARG00000045641	NA
mm_zf_xp_6575	ENSMUSG00000050503	ENSDARG00000096995	fbxl22-like
mm_zf_xp_6576	ENSMUSG00000038664	ENSDARG00000077901	herc1-like
mm_zf_xp_6577	ENSMUSG00000032380	ENSDARG00000103666	nek2-like.2
mm_zf_xp_6578	ENSMUSG00000032380	ENSDARG00000061096	nek2-like.2
mm_zf_xp_6579	ENSMUSG00000032382	ENSDARG00000071031	snx1
mm_zf_xp_6580	ENSMUSG00000039452	ENSDARG00000053204	snx22
mm_zf_xp_6581	ENSMUSG00000032383	ENSDARG00000092798	ppib
mm_zf_xp_6582	ENSMUSG00000032384	ENSDARG00000104342	csnk1g1
mm_zf_xp_6583	ENSMUSG00000040204	NA	kiaa0101
mm_zf_xp_6584	ENSMUSG00000032386	ENSDARG00000098074	trip4
mm_zf_xp_6585	ENSMUSG00000040524	ENSDARG00000103388	znf609
mm_zf_xp_6586	ENSMUSG00000040652	ENSDARG00000059815	oaz2-like
mm_zf_xp_6587	ENSMUSG00000040652	ENSDARG00000045929	oaz2-like
mm_zf_xp_6588	ENSMUSG00000032387	ENSDARG00000045930	rbpms2
mm_zf_xp_6589	ENSMUSG00000032387	ENSDARG00000079578	rbpms2
mm_zf_xp_6590	ENSMUSG00000041064	ENSDARG00000020289	pif1-like.2
mm_zf_xp_6591	ENSMUSG00000041064	ENSDARG00000020289	pif1-like.1
mm_zf_xp_6592	ENSMUSG00000050721	ENSDARG00000016774	plekho2
mm_zf_xp_6593	ENSMUSG00000050721	ENSDARG00000016774	NA
mm_zf_xp_6594	ENSMUSG00000066510	ENSDARG00000098647	ankdd1a-like
mm_zf_xp_6595	ENSMUSG00000032388	ENSDARG00000007760	spg21
mm_zf_xp_6596	ENSMUSG00000059183	ENSDARG00000005448	mtfmt
mm_zf_xp_6597	ENSMUSG00000053862	NA	slc51b-like
mm_zf_xp_6598	ENSMUSG00000041696	ENSDARG00000002701	rasl12-like
mm_zf_xp_6599	ENSMUSG00000054978	ENSDARG00000076449	LOC100489313
mm_zf_xp_6600	ENSMUSG00000086228	ENSDARG00000089217	ubap1l-like
mm_zf_xp_6601	ENSMUSG00000041837	ENSDARG00000038976	LOC100489977
